clock,bono_net.if.in[ens160],bono_net.if.out[ens160],"bono_proc.num[,,run]",bono_proc.num[],bono_system.cpu.intr,"bono_system.cpu.load[percpu,avg1]","bono_system.cpu.load[percpu,avg15]","bono_system.cpu.load[percpu,avg5]",bono_system.cpu.switches,"bono_system.cpu.util[,idle]","bono_system.cpu.util[,interrupt]","bono_system.cpu.util[,iowait]","bono_system.cpu.util[,nice]","bono_system.cpu.util[,softirq]","bono_system.cpu.util[,steal]","bono_system.cpu.util[,system]","bono_system.cpu.util[,user]","bono_system.swap.size[,free]","bono_system.swap.size[,pfree]","bono_system.swap.size[,total]","bono_vfs.fs.inode[/,pfree]","bono_vfs.fs.inode[/boot,pfree]","bono_vfs.fs.inode[/var/lib/docker/aufs,pfree]","bono_vfs.fs.inode[/var/lib/kubelet,pfree]","bono_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/,pfree]","bono_vfs.fs.size[/,total]","bono_vfs.fs.size[/,used]","bono_vfs.fs.size[/boot,free]","bono_vfs.fs.size[/boot,pfree]","bono_vfs.fs.size[/boot,total]","bono_vfs.fs.size[/boot,used]","bono_vfs.fs.size[/var/lib/docker/aufs,pfree]","bono_vfs.fs.size[/var/lib/docker/aufs,total]","bono_vfs.fs.size[/var/lib/docker/aufs,used]","bono_vfs.fs.size[/var/lib/kubelet,free]","bono_vfs.fs.size[/var/lib/kubelet,pfree]","bono_vfs.fs.size[/var/lib/kubelet,total]","bono_vfs.fs.size[/var/lib/kubelet,used]","bono_vfs.fs.size[/var/lib/rancher/volumes,free]","bono_vfs.fs.size[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/var/lib/rancher/volumes,total]","bono_vfs.fs.size[/var/lib/rancher/volumes,used]",bono_vm.memory.size[available],bono_vm.memory.size[total],homestead_net.if.in[ens160],homestead_net.if.out[ens160],"homestead_proc.num[,,run]",homestead_proc.num[],homestead_system.cpu.intr,"homestead_system.cpu.load[percpu,avg1]","homestead_system.cpu.load[percpu,avg15]","homestead_system.cpu.load[percpu,avg5]",homestead_system.cpu.switches,"homestead_system.cpu.util[,idle]","homestead_system.cpu.util[,interrupt]","homestead_system.cpu.util[,iowait]","homestead_system.cpu.util[,nice]","homestead_system.cpu.util[,softirq]","homestead_system.cpu.util[,steal]","homestead_system.cpu.util[,system]","homestead_system.cpu.util[,user]","homestead_system.swap.size[,free]","homestead_system.swap.size[,pfree]","homestead_system.swap.size[,total]","homestead_vfs.fs.inode[/,pfree]","homestead_vfs.fs.inode[/boot,pfree]","homestead_vfs.fs.inode[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.inode[/var/lib/kubelet,pfree]","homestead_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/,pfree]","homestead_vfs.fs.size[/,total]","homestead_vfs.fs.size[/,used]","homestead_vfs.fs.size[/boot,free]","homestead_vfs.fs.size[/boot,pfree]","homestead_vfs.fs.size[/boot,total]","homestead_vfs.fs.size[/boot,used]","homestead_vfs.fs.size[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.size[/var/lib/docker/aufs,total]","homestead_vfs.fs.size[/var/lib/docker/aufs,used]","homestead_vfs.fs.size[/var/lib/kubelet,free]","homestead_vfs.fs.size[/var/lib/kubelet,pfree]","homestead_vfs.fs.size[/var/lib/kubelet,total]","homestead_vfs.fs.size[/var/lib/kubelet,used]","homestead_vfs.fs.size[/var/lib/rancher/volumes,free]","homestead_vfs.fs.size[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/var/lib/rancher/volumes,total]","homestead_vfs.fs.size[/var/lib/rancher/volumes,used]",homestead_vm.memory.size[available],homestead_vm.memory.size[total],sprout_net.if.in[ens160],sprout_net.if.out[ens160],"sprout_proc.num[,,run]",sprout_proc.num[],sprout_system.cpu.intr,"sprout_system.cpu.load[percpu,avg1]","sprout_system.cpu.load[percpu,avg15]","sprout_system.cpu.load[percpu,avg5]",sprout_system.cpu.switches,"sprout_system.cpu.util[,idle]","sprout_system.cpu.util[,interrupt]","sprout_system.cpu.util[,iowait]","sprout_system.cpu.util[,nice]","sprout_system.cpu.util[,softirq]","sprout_system.cpu.util[,steal]","sprout_system.cpu.util[,system]","sprout_system.cpu.util[,user]","sprout_system.swap.size[,free]","sprout_system.swap.size[,pfree]","sprout_system.swap.size[,total]","sprout_vfs.fs.inode[/,pfree]","sprout_vfs.fs.inode[/boot,pfree]","sprout_vfs.fs.inode[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.inode[/var/lib/kubelet,pfree]","sprout_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/,pfree]","sprout_vfs.fs.size[/,total]","sprout_vfs.fs.size[/,used]","sprout_vfs.fs.size[/boot,free]","sprout_vfs.fs.size[/boot,pfree]","sprout_vfs.fs.size[/boot,total]","sprout_vfs.fs.size[/boot,used]","sprout_vfs.fs.size[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.size[/var/lib/docker/aufs,total]","sprout_vfs.fs.size[/var/lib/docker/aufs,used]","sprout_vfs.fs.size[/var/lib/kubelet,free]","sprout_vfs.fs.size[/var/lib/kubelet,pfree]","sprout_vfs.fs.size[/var/lib/kubelet,total]","sprout_vfs.fs.size[/var/lib/kubelet,used]","sprout_vfs.fs.size[/var/lib/rancher/volumes,free]","sprout_vfs.fs.size[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/var/lib/rancher/volumes,total]","sprout_vfs.fs.size[/var/lib/rancher/volumes,used]",sprout_vm.memory.size[available],sprout_vm.memory.size[total],sla level,successful rate
1529507532,49160,42368,2,200,673,0.0,0.0,0.0,1857,96.5194,0.0,0.2844,0.0,0.1339,0.0,1.2381,1.8234,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1494,79680208896,7447916544,408983552,87.2071,494512128,59996160,90.1494,79680208896,7447916544,68161093632,90.1494,79680208896,7447916544,68161093632,90.1494,79680208896,7447916544,7815131136,8371621888,2573456,2682280,2,208,2016,0.2,0.16,0.21,4016,83.5575,0.0,0.2988,0.0166,4.1715,0.0,3.4712,8.5491,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8133,79680208896,6945959936,408983552,87.2071,494512128,59996160,90.8132,79680208896,6946037760,68662886400,90.8131,79680208896,6946123776,68662923264,90.8131,79680208896,6946086912,7831601152,8371621888,10509400,12421344,2,203,4500,0.98,0.55,0.79,6702,55.0628,0.0,0.251,0.0,12.7261,0.0,5.9876,26.0877,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8987,79680208896,6881374208,408983552,87.2071,494512128,59996160,90.8988,79680208896,6881353728,68727640064,90.8987,79680208896,6881370112,68727644160,90.8987,79680208896,6881366016,6623629312,8371621888,0,100.00%
1529507537,112328,54552,2,200,618,0.0,0.0,0.0,1472,96.471,0.0,0.3178,0.0167,0.1338,0.0,1.2711,1.8735,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1494,79680208896,7447924736,408983552,87.2071,494512128,59996160,90.1494,79680208896,7447937024,68161085440,90.1494,79680208896,7447924736,68161093632,90.1494,79680208896,7447916544,7814946816,8371621888,2649440,2234832,5,208,2039,0.2,0.17,0.22,4370,83.4107,0.0,0.2988,0.0166,4.1459,0.0,3.5501,8.6141,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8131,79680208896,6946127872,408983552,87.2071,494512128,59996160,90.813,79680208896,6946213888,68662718464,90.8129,79680208896,6946295808,68662755328,90.8129,79680208896,6946254848,7831629824,8371621888,10577608,12410240,2,203,4656,0.98,0.57,0.86,6608,54.9147,0.0,0.251,0.0,12.7738,0.0,6.0043,26.0833,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8987,79680208896,6881419264,408983552,87.2071,494512128,59996160,90.8987,79680208896,6881382400,68727607296,90.8987,79680208896,6881402880,68727615488,90.8987,79680208896,6881394688,6623592448,8371621888,0,100.00%
1529507542,49784,67248,3,200,694,0.08,0.01,0.02,1566,96.4883,0.0,0.301,0.0167,0.1338,0.0,1.254,1.7726,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1494,79680208896,7447937024,408983552,87.2071,494512128,59996160,90.1494,79680208896,7447945216,68161073152,90.1494,79680208896,7447937024,68161073152,90.1494,79680208896,7447937024,7814995968,8371621888,2574536,2207576,4,208,2004,0.24,0.17,0.24,3816,83.4522,0.0,0.2493,0.0166,4.0478,0.0,3.5175,8.4594,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8128,79680208896,6946332672,408983552,87.2071,494512128,59996160,90.8127,79680208896,6946418688,68662509568,90.8126,79680208896,6946500608,68662550528,90.8127,79680208896,6946459648,7831609344,8371621888,10492736,12445120,3,203,4608,1.3,0.6,0.85,6970,54.9282,0.0,0.2506,0.0,12.6483,0.0,6.0819,26.0986,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8986,79680208896,6881452032,408983552,87.2071,494512128,59996160,90.8987,79680208896,6881427456,68727562240,90.8986,79680208896,6881447936,68727578624,90.8987,79680208896,6881431552,6623690752,8371621888,0,100.00%
1529507547,104040,488648,3,200,614,0.07,0.0,0.02,1800,96.554,0.0,0.301,0.0167,0.1171,0.0,1.2044,1.8729,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1494,79680208896,7447957504,408983552,87.2071,494512128,59996160,90.1494,79680208896,7447957504,68161060864,90.1494,79680208896,7447949312,68161064960,90.1494,79680208896,7447945216,7815045120,8371621888,2621816,2238640,6,208,2084,0.22,0.17,0.23,4352,83.9241,0.0,0.2829,0.0166,3.992,0.0,3.4942,8.3028,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8126,79680208896,6946545664,408983552,87.2071,494512128,59996160,90.8124,79680208896,6946635776,68662296576,90.8123,79680208896,6946713600,68662333440,90.8124,79680208896,6946672640,7832576000,8371621888,10559720,12843944,4,203,4568,1.18,0.59,0.85,6802,54.9147,0.0,0.2673,0.0,12.7613,0.0,6.1467,25.994,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8986,79680208896,6881484800,408983552,87.2071,494512128,59996160,90.8986,79680208896,6881460224,68727529472,90.8986,79680208896,6881480704,68727533568,90.8986,79680208896,6881476608,6623551488,8371621888,0,100.00%
1529507552,53576,44600,2,200,681,0.07,0.0,0.02,1779,96.5229,0.0,0.3176,0.0167,0.1171,0.0,1.237,1.8051,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1494,79680208896,7447965696,408983552,87.2071,494512128,59996160,90.1494,79680208896,7447973888,68161044480,90.1494,79680208896,7447965696,68161052672,90.1494,79680208896,7447957504,7815053312,8371621888,2580800,2638696,2,208,1976,0.22,0.17,0.23,3943,83.98,0.0,0.3,0.0166,3.98,0.0,3.4483,8.1833,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8123,79680208896,6946762752,408983552,87.2071,494512128,59996160,90.8122,79680208896,6946803712,68662128640,90.8121,79680208896,6946881536,68662165504,90.8122,79680208896,6946840576,7832195072,8371621888,10505632,12365296,4,203,4584,1.18,0.6,0.84,6762,54.8511,0.0,0.2673,0.0,12.8741,0.0,6.089,26.015,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8985,79680208896,6881525760,408983552,87.2071,494512128,59996160,90.8986,79680208896,6881505280,68727500800,90.8986,79680208896,6881509376,68727504896,90.8986,79680208896,6881505280,6623444992,8371621888,0,100.00%
1529507557,100624,49120,4,200,657,0.06,0.0,0.02,1636,96.4901,0.0,0.3008,0.0167,0.1337,0.0,1.2531,1.7714,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1494,79680208896,7447973888,408983552,87.2071,494512128,59996160,90.1493,79680208896,7447982080,68161036288,90.1494,79680208896,7447973888,68161036288,90.1494,79680208896,7447973888,7814991872,8371621888,2634064,2225040,2,208,2060,0.2,0.17,0.23,4504,84.1728,0.0,0.3005,0.0167,3.9507,0.0,3.4023,8.0801,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.812,79680208896,6946918400,408983552,87.2071,494512128,59996160,90.8119,79680208896,6947004416,68661919744,90.8118,79680208896,6947090432,68661956608,90.8119,79680208896,6947053568,7832178688,8371621888,10560424,12475200,4,207,4615,1.09,0.59,0.82,6565,54.8301,0.0,0.2512,0.0167,12.8094,0.0,6.1423,25.8081,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8985,79680208896,6881562624,408983552,87.2071,494512128,59996160,90.8985,79680208896,6881538048,68727451648,90.8985,79680208896,6881558528,68727468032,90.8985,79680208896,6881542144,6623645696,8371621888,0,100.00%
1529507562,50760,67184,2,200,691,0.06,0.0,0.01,1465,96.4906,0.0,0.3008,0.0167,0.1504,0.0,1.2531,1.7878,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1493,79680208896,7447982080,408983552,87.2071,494512128,59996160,90.1493,79680208896,7447990272,68161028096,90.1493,79680208896,7447982080,68161028096,90.1493,79680208896,7447982080,7814819840,8371621888,2583808,2233384,2,208,1972,0.19,0.17,0.22,3957,84.5935,0.0,0.301,0.0,3.9124,0.0,3.3110000000000004,7.9418,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8118,79680208896,6947131392,408983552,87.2071,494512128,59996160,90.8117,79680208896,6947205120,68661719040,90.8116,79680208896,6947291136,68661760000,90.8116,79680208896,6947250176,7832072192,8371621888,10517056,12418424,2,203,4646,1.0,0.59,0.81,7106,54.8112,0.0,0.2673,0.0167,12.7613,0.0,6.249,25.8814,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8984,79680208896,6881595392,408983552,87.2071,494512128,59996160,90.8985,79680208896,6881574912,68727418880,90.8985,79680208896,6881591296,68727422976,90.8985,79680208896,6881587200,6623535104,8371621888,0,100.00%
1529507567,101720,494200,2,200,626,0.05,0.0,0.01,1837,96.4238,0.0,0.3173,0.0167,0.1671,0.0,1.2696,1.8537,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1493,79680208896,7447998464,408983552,87.2071,494512128,59996160,90.1493,79680208896,7448006656,68161011712,90.1493,79680208896,7447998464,68161019904,90.1493,79680208896,7447990272,7814836224,8371621888,2627888,2218392,2,208,2096,0.17,0.17,0.22,4345,84.4931,0.0,0.3849,0.0,3.8146,0.0,3.364,7.9485,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8115,79680208896,6947328000,408983552,87.2071,494512128,59996160,90.8114,79680208896,6947409920,68661514240,90.8113,79680208896,6947495936,68661559296,90.8113,79680208896,6947450880,7832367104,8371621888,10555192,12840528,6,203,4607,0.92,0.59,0.8,6957,55.0652,0.0,0.2172,0.0167,12.6108,0.0,6.2479,25.7601,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8984,79680208896,6881636352,408983552,87.2071,494512128,59996160,90.8984,79680208896,6881607680,68727386112,90.8984,79680208896,6881624064,68727390208,90.8984,79680208896,6881619968,6621884416,8371621888,0,100.00%
1529507572,46088,51248,2,200,680,0.05,0.0,0.01,1475,96.3433,0.0,0.3506,0.0167,0.16699999999999998,0.0,1.2523,1.9035,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1493,79680208896,7448006656,408983552,87.2071,494512128,59996160,90.1493,79680208896,7448014848,68161003520,90.1493,79680208896,7448006656,68161003520,90.1493,79680208896,7448006656,7814725632,8371621888,2577176,2657608,2,208,2024,0.15,0.17,0.21,3882,84.5832,0.0,0.3849,0.0,3.85,0.0,3.2809,7.8326,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8112,79680208896,6947532800,408983552,87.2071,494512128,59996160,90.8111,79680208896,6947614720,68661313536,90.811,79680208896,6947696640,68661358592,90.8111,79680208896,6947651584,7832047616,8371621888,10504280,12456784,2,203,4600,0.84,0.58,0.78,6656,55.3715,0.0,0.2008,0.0167,12.6695,0.0,6.1737,25.523000000000003,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8983,79680208896,6881669120,408983552,87.2071,494512128,59996160,90.8984,79680208896,6881648640,68727345152,90.8984,79680208896,6881665024,68727357440,90.8984,79680208896,6881652736,6621855744,8371621888,0,100.00%
1529507577,98800,72392,2,200,614,0.04,0.0,0.01,1818,96.3093,0.0,0.3675,0.0167,0.1837,0.0,1.2358,1.8543,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1493,79680208896,7448027136,408983552,87.2071,494512128,59996160,90.1493,79680208896,7448027136,68160995328,90.1493,79680208896,7448014848,68160995328,90.1493,79680208896,7448014848,7814737920,8371621888,2629016,2243464,3,208,2040,0.13,0.17,0.21,4272,84.5151,0.0,0.3853,0.0,3.8815,0.0,3.3311,7.7966,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.811,79680208896,6947737600,408983552,87.2071,494512128,59996160,90.8109,79680208896,6947815424,68661108736,90.8107,79680208896,6947901440,68661145600,90.8108,79680208896,6947864576,7831875584,8371621888,10549168,12386800,5,203,4607,0.78,0.58,0.77,6760,55.7007,0.0,0.2008,0.0167,12.5356,0.0,6.1778,25.4226,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8983,79680208896,6881718272,408983552,87.2071,494512128,59996160,90.8983,79680208896,6881681408,68727308288,90.8983,79680208896,6881701888,68727324672,90.8983,79680208896,6881685504,6621917184,8371621888,0,100.00%
1529507582,48080,41296,2,200,677,0.04,0.0,0.01,1629,96.2759,0.0,0.4176,0.0167,0.1837,0.0,1.2195,1.8874,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1493,79680208896,7448035328,408983552,87.2071,494512128,59996160,90.1493,79680208896,7448035328,68160983040,90.1493,79680208896,7448027136,68160983040,90.1493,79680208896,7448027136,7814680576,8371621888,2578128,2223048,3,208,1969,0.12,0.16,0.21,3865,84.6424,0.0,0.4186,0.0,3.8185,0.0,3.4477,7.6511,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8107,79680208896,6947938304,408983552,87.2071,494512128,59996160,90.8106,79680208896,6948016128,68660912128,90.8105,79680208896,6948098048,68660948992,90.8105,79680208896,6948061184,7831748608,8371621888,10517216,12384472,4,203,4610,0.71,0.58,0.76,6836,55.9645,0.0,0.2009,0.0167,12.454,0.0,6.0054,25.3182,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8982,79680208896,6881755136,408983552,87.2071,494512128,59996160,90.8983,79680208896,6881730560,68727271424,90.8983,79680208896,6881738752,68727275520,90.8983,79680208896,6881734656,6622674944,8371621888,0,100.00%
1529507587,102656,521024,2,200,640,0.04,0.0,0.01,1653,96.2431,0.0,0.4341,0.0167,0.16699999999999998,0.0,1.2519,1.8868,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1493,79680208896,7448043520,408983552,87.2071,494512128,59996160,90.1493,79680208896,7448051712,68160966656,90.1493,79680208896,7448043520,68160974848,90.1493,79680208896,7448035328,7814971392,8371621888,2621312,2213376,2,208,2087,0.11,0.16,0.2,4409,84.2757,0.0,0.4683,0.0,3.8957,0.0,3.4656,7.8943,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8104,79680208896,6948139008,408983552,87.2071,494512128,59996160,90.8103,79680208896,6948220928,68660703232,90.8102,79680208896,6948306944,68660740096,90.8103,79680208896,6948270080,7832018944,8371621888,10537056,12910400,3,203,4507,0.6,0.57,0.74,6567,55.9277,0.0,0.1843,0.0168,12.3765,0.0,6.0134,25.4271,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8982,79680208896,6881792000,408983552,87.2071,494512128,59996160,90.8982,79680208896,6881763328,68727226368,90.8982,79680208896,6881783808,68727238656,90.8982,79680208896,6881771520,6660403200,8371621888,0,100.00%
1529507592,49744,42752,2,200,686,0.03,0.0,0.01,1883,96.2264,0.0,0.4174,0.0167,0.1837,0.0,1.2525,1.8868,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1493,79680208896,7448051712,408983552,87.2071,494512128,59996160,90.1492,79680208896,7448059904,68160958464,90.1493,79680208896,7448051712,68160958464,90.1493,79680208896,7448051712,7814692864,8371621888,2588408,2699512,2,208,2020,0.1,0.16,0.2,4059,84.3127,0.0,0.4522,0.0,3.8507,0.0,3.465,7.8044,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8102,79680208896,6948343808,408983552,87.2071,494512128,59996160,90.8101,79680208896,6948421632,68660506624,90.81,79680208896,6948503552,68660551680,90.81,79680208896,6948458496,7831703552,8371621888,10512440,12382056,3,203,4587,0.56,0.57,0.73,6876,55.9765,0.0,0.1675,0.0168,12.4099,0.0,5.9159,25.3894,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8981,79680208896,6881824768,408983552,87.2071,494512128,59996160,90.8982,79680208896,6881808384,68727189504,90.8982,79680208896,6881816576,68727197696,90.8982,79680208896,6881812480,6660182016,8371621888,0,100.00%
1529507597,107816,52248,2,200,583,0.03,0.0,0.01,1377,96.2598,0.0,0.4008,0.0,0.2004,0.0,1.236,1.8871,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1492,79680208896,7448068096,408983552,87.2071,494512128,59996160,90.1492,79680208896,7448068096,68160950272,90.1492,79680208896,7448059904,68160950272,90.1492,79680208896,7448059904,7814647808,8371621888,2622336,2213040,2,208,2025,0.18,0.16,0.2,4207,84.34,0.0,0.485,0.0335,3.9813,0.0,3.2943,7.8763,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8099,79680208896,6948544512,408983552,87.2071,494512128,59996160,90.8098,79680208896,6948626432,68660305920,90.8097,79680208896,6948704256,68660346880,90.8097,79680208896,6948667392,7831486464,8371621888,10555312,12447888,2,203,4604,0.59,0.57,0.74,6999,56.2269,0.0,0.1343,0.0168,12.3993,0.0,5.8735,25.3398,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8981,79680208896,6881869824,408983552,87.2071,494512128,59996160,90.8981,79680208896,6881841152,68727148544,90.8981,79680208896,6881861632,68727164928,90.8981,79680208896,6881845248,6660030464,8371621888,0,100.00%
1529507602,53912,46144,2,200,728,0.03,0.0,0.01,1927,96.3062,0.0,0.4011,0.0,0.1838,0.0,1.2201,1.9054,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1492,79680208896,7448068096,408983552,87.2071,494512128,59996160,90.1492,79680208896,7448076288,68160942080,90.1492,79680208896,7448068096,68160942080,90.1492,79680208896,7448068096,7812677632,8371621888,2582824,2213696,2,208,2017,0.18,0.17,0.21,3882,84.3876,0.0,0.4688,0.0334,4.0328,0.0,3.2652,7.919,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8096,79680208896,6948749312,408983552,87.2071,494512128,59996160,90.8096,79680208896,6948786176,68660146176,90.8095,79680208896,6948864000,68660183040,90.8095,79680208896,6948827136,7831453696,8371621888,10503800,12355104,3,203,4596,0.59,0.57,0.72,6708,56.229,0.0,0.1345,0.0168,12.3007,0.0,5.8261,25.479,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.898,79680208896,6881898496,408983552,87.2071,494512128,59996160,90.8981,79680208896,6881886208,68727119872,90.8981,79680208896,6881890304,68727123968,90.8981,79680208896,6881886208,6660128768,8371621888,0,100.00%
1529507607,106440,522112,2,200,678,0.02,0.0,0.01,1425,96.2258,0.0,0.4009,0.0,0.2171,0.0,1.2694,1.9044,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1492,79680208896,7448084480,408983552,87.2071,494512128,59996160,90.1492,79680208896,7448084480,68160925696,90.1492,79680208896,7448084480,68160933888,90.1492,79680208896,7448076288,7812694016,8371621888,2586560,2248064,3,208,2103,0.16,0.17,0.2,4425,84.0074,0.0,0.4515,0.0335,3.998,0.0,3.4102,8.0769,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8094,79680208896,6948900864,408983552,87.2071,494512128,59996160,90.8093,79680208896,6948990976,68659929088,90.8092,79680208896,6949076992,68659970048,90.8092,79680208896,6949040128,7831441408,8371621888,10568928,12918072,3,203,4550,0.54,0.57,0.71,6747,56.1628,0.0,0.1514,0.0168,12.2836,0.0,5.8685,25.4879,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.898,79680208896,6881943552,408983552,87.2071,494512128,59996160,90.898,79680208896,6881906688,68727083008,90.898,79680208896,6881927168,68727091200,90.898,79680208896,6881918976,6660079616,8371621888,0,100.00%
1529507612,48184,41752,5,200,655,0.02,0.0,0.01,1372,96.2412,0.0,0.4011,0.0,0.2172,0.0,1.2366,1.8553,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1492,79680208896,7448092672,408983552,87.2071,494512128,59996160,90.1492,79680208896,7448100864,68160917504,90.1492,79680208896,7448092672,68160925696,90.1492,79680208896,7448084480,7812833280,8371621888,2632312,2674704,3,208,2001,0.15,0.16,0.2,3877,84.0917,0.0,0.4181,0.0335,4.0161,0.0,3.3434,8.1786,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8091,79680208896,6949117952,408983552,87.2071,494512128,59996160,90.809,79680208896,6949191680,68659728384,90.8089,79680208896,6949281792,68659765248,90.809,79680208896,6949244928,7831281664,8371621888,10505624,12421984,2,203,4577,0.5,0.56,0.7,6855,56.1185,0.0,0.1515,0.0168,12.2329,0.0,5.9368,25.5051,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8979,79680208896,6881976320,408983552,87.2071,494512128,59996160,90.898,79680208896,6881951744,68727046144,90.898,79680208896,6881964032,68727054336,90.898,79680208896,6881955840,6660214784,8371621888,0,100.00%
1529507617,101640,48576,2,200,643,0.02,0.0,0.01,1942,96.274,0.0,0.4177,0.0,0.2172,0.0,1.2533,1.8713,4171988992,97.1368,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1492,79680208896,7448100864,408983552,87.2071,494512128,59996160,90.1492,79680208896,7448109056,68160909312,90.1492,79680208896,7448100864,68160909312,90.1492,79680208896,7448100864,7812849664,8371621888,2580024,2214256,2,208,2056,0.14,0.16,0.2,4280,84.0214,0.0,0.4509,0.0334,3.996,0.0,3.3745,8.2498,4204625920,97.8967,4294963200,95.561,99.7583,95.561,95.561,95.561,90.8089,79680208896,6949322752,408983552,87.2071,494512128,59996160,90.8088,79680208896,6949404672,68659519488,90.8086,79680208896,6949490688,68659560448,90.8087,79680208896,6949449728,7831216128,8371621888,10562360,12441192,3,203,4618,0.46,0.56,0.69,6714,56.1678,0.0,0.1347,0.0,12.2914,0.0,5.8962,25.682,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8979,79680208896,6882009088,408983552,87.2071,494512128,59996160,90.8979,79680208896,6881984512,68727005184,90.8979,79680208896,6882004992,68727021568,90.8979,79680208896,6881988608,6660313088,8371621888,0,100.00%
