clock,net.if.in[ens160],net.if.out[ens160],"proc.num[,,run]",proc.num[],system.cpu.intr,"system.cpu.load[percpu,avg1]","system.cpu.load[percpu,avg15]","system.cpu.load[percpu,avg5]",system.cpu.switches,"system.cpu.util[,idle]","system.cpu.util[,interrupt]","system.cpu.util[,iowait]","system.cpu.util[,nice]","system.cpu.util[,softirq]","system.cpu.util[,steal]","system.cpu.util[,system]","system.cpu.util[,user]","system.swap.size[,free]","system.swap.size[,pfree]","system.swap.size[,total]","vfs.fs.inode[/,pfree]","vfs.fs.inode[/boot,pfree]","vfs.fs.inode[/var/lib/docker/aufs,pfree]","vfs.fs.inode[/var/lib/kubelet,pfree]","vfs.fs.inode[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/,pfree]","vfs.fs.size[/,total]","vfs.fs.size[/,used]","vfs.fs.size[/boot,free]","vfs.fs.size[/boot,pfree]","vfs.fs.size[/boot,total]","vfs.fs.size[/boot,used]","vfs.fs.size[/var/lib/docker/aufs,pfree]","vfs.fs.size[/var/lib/docker/aufs,total]","vfs.fs.size[/var/lib/docker/aufs,used]","vfs.fs.size[/var/lib/kubelet,free]","vfs.fs.size[/var/lib/kubelet,pfree]","vfs.fs.size[/var/lib/kubelet,total]","vfs.fs.size[/var/lib/kubelet,used]","vfs.fs.size[/var/lib/rancher/volumes,free]","vfs.fs.size[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/var/lib/rancher/volumes,total]","vfs.fs.size[/var/lib/rancher/volumes,used]",vm.memory.size[available],vm.memory.size[total],normal,cpu,mem,io
1529575202,99576,47848,9,306,722,53.3500,4.7900,15.5900,1961,11.5307,0.0000,0.1505,0.0167,0.2340,0.0000,78.0304,3.6616,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1468,79680208896,7449878528,408983552,87.2071,494512128,59996160,90.1468,79680208896,7449886720,68159123456,90.1468,79680208896,7449886720,68159123456,90.1468,79680208896,7449886720,7782006784,8371621888,0,0,0,1
1529575207,50192,493936,9,306,854,57.0800,5.3000,15.5900,2303,5.0918,0.0000,0.1169,0.0167,0.2505,0.0000,86.0174,3.7080,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1468,79680208896,7449894912,408983552,87.2071,494512128,59996160,90.1468,79680208896,7449894912,68159115264,90.1468,79680208896,7449894912,68159115264,90.1468,79680208896,7449894912,7782023168,8371621888,0,0,0,1
1529575212,94200,84456,14,306,699,60.7600,5.8200,17.0400,2455,0.0000,0.0000,0.1503,0.0167,0.2333,0.0000,92.3514,3.7080,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1468,79680208896,7449907200,408983552,87.2071,494512128,59996160,90.1468,79680208896,7449907200,68159094784,90.1468,79680208896,7449915392,68159102976,90.1468,79680208896,7449907200,7781908480,8371621888,0,0,0,1
1529575217,69976,44160,33,306,780,63.9000,6.3300,18.4200,2133,0.0000,0.0000,0.1500,0.0167,0.2499,0.0000,96.5017,3.0323,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1468,79680208896,7449915392,408983552,87.2071,494512128,59996160,90.1468,79680208896,7449915392,68159086592,90.1468,79680208896,7449923584,68159086592,90.1468,79680208896,7449923584,7781916672,8371621888,0,0,0,1
1529575222,98744,46880,30,306,706,66.9500,6.8400,21.1400,2388,0.0000,0.0000,0.1832,0.0167,0.2499,0.0000,96.5845,2.9319,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1468,79680208896,7449923584,408983552,87.2071,494512128,59996160,90.1468,79680208896,7449931776,68159074304,90.1468,79680208896,7449935872,68159078400,90.1468,79680208896,7449931776,7781916672,8371621888,0,0,0,1
1529575227,54464,501584,24,306,868,69.6000,7.3400,22.4600,2686,0.0000,0.0000,0.2832,0.0167,0.2332,0.0000,96.6011,2.7824,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1468,79680208896,7449935872,408983552,87.2071,494512128,59996160,90.1468,79680208896,7449944064,68159066112,90.1468,79680208896,7449944064,68159066112,90.1468,79680208896,7449944064,7781928960,8371621888,0,0,0,1
1529575232,101136,78456,22,306,714,72.1100,7.8500,23.7500,2334,0.0000,0.0000,0.3166,0.0000,0.2333,0.0000,96.6672,2.7829,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1467,79680208896,7449952256,408983552,87.2071,494512128,59996160,90.1467,79680208896,7449952256,68159049728,90.1467,79680208896,7449960448,68159057920,90.1467,79680208896,7449952256,7781961728,8371621888,0,0,0,1
1529575237,45424,41296,34,306,792,74.3500,8.3400,25.0200,2566,0.0000,0.0000,0.3499,0.0000,0.2333,0.0000,96.7183,2.6662,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1467,79680208896,7449960448,408983552,87.2071,494512128,59996160,90.1467,79680208896,7449960448,68159041536,90.1467,79680208896,7449968640,68159041536,90.1467,79680208896,7449968640,7781969920,8371621888,0,0,0,1
1529575242,102200,74936,20,306,704,76.4000,8.8300,26.2800,2056,0.0000,0.0000,0.3999,0.0000,0.2666,0.0000,96.8995,2.4496,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1467,79680208896,7449968640,408983552,87.2071,494512128,59996160,90.1467,79680208896,7449968640,68159033344,90.1467,79680208896,7449976832,68159033344,90.1467,79680208896,7449976832,7781982208,8371621888,0,0,0,1
1529575247,49176,500808,26,306,800,78.3700,9.3300,27.5000,2597,0.0000,0.0000,0.4166,0.0000,0.2333,0.0000,96.9510,2.3496,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1467,79680208896,7449976832,408983552,87.2071,494512128,59996160,90.1467,79680208896,7449989120,68159012864,90.1467,79680208896,7449997312,68159021056,90.1467,79680208896,7449989120,7782625280,8371621888,0,0,0,1
