clock,bono_net.if.in[ens160],bono_net.if.out[ens160],"bono_proc.num[,,run]",bono_proc.num[],bono_system.cpu.intr,"bono_system.cpu.load[percpu,avg1]","bono_system.cpu.load[percpu,avg15]","bono_system.cpu.load[percpu,avg5]",bono_system.cpu.switches,"bono_system.cpu.util[,idle]","bono_system.cpu.util[,interrupt]","bono_system.cpu.util[,iowait]","bono_system.cpu.util[,nice]","bono_system.cpu.util[,softirq]","bono_system.cpu.util[,steal]","bono_system.cpu.util[,system]","bono_system.cpu.util[,user]","bono_system.swap.size[,free]","bono_system.swap.size[,pfree]","bono_system.swap.size[,total]","bono_vfs.fs.inode[/,pfree]","bono_vfs.fs.inode[/boot,pfree]","bono_vfs.fs.inode[/var/lib/docker/aufs,pfree]","bono_vfs.fs.inode[/var/lib/kubelet,pfree]","bono_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/,pfree]","bono_vfs.fs.size[/,total]","bono_vfs.fs.size[/,used]","bono_vfs.fs.size[/boot,free]","bono_vfs.fs.size[/boot,pfree]","bono_vfs.fs.size[/boot,total]","bono_vfs.fs.size[/boot,used]","bono_vfs.fs.size[/var/lib/docker/aufs,pfree]","bono_vfs.fs.size[/var/lib/docker/aufs,total]","bono_vfs.fs.size[/var/lib/docker/aufs,used]","bono_vfs.fs.size[/var/lib/kubelet,free]","bono_vfs.fs.size[/var/lib/kubelet,pfree]","bono_vfs.fs.size[/var/lib/kubelet,total]","bono_vfs.fs.size[/var/lib/kubelet,used]","bono_vfs.fs.size[/var/lib/rancher/volumes,free]","bono_vfs.fs.size[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/var/lib/rancher/volumes,total]","bono_vfs.fs.size[/var/lib/rancher/volumes,used]",bono_vm.memory.size[available],bono_vm.memory.size[total],homestead_net.if.in[ens160],homestead_net.if.out[ens160],"homestead_proc.num[,,run]",homestead_proc.num[],homestead_system.cpu.intr,"homestead_system.cpu.load[percpu,avg1]","homestead_system.cpu.load[percpu,avg15]","homestead_system.cpu.load[percpu,avg5]",homestead_system.cpu.switches,"homestead_system.cpu.util[,idle]","homestead_system.cpu.util[,interrupt]","homestead_system.cpu.util[,iowait]","homestead_system.cpu.util[,nice]","homestead_system.cpu.util[,softirq]","homestead_system.cpu.util[,steal]","homestead_system.cpu.util[,system]","homestead_system.cpu.util[,user]","homestead_system.swap.size[,free]","homestead_system.swap.size[,pfree]","homestead_system.swap.size[,total]","homestead_vfs.fs.inode[/,pfree]","homestead_vfs.fs.inode[/boot,pfree]","homestead_vfs.fs.inode[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.inode[/var/lib/kubelet,pfree]","homestead_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/,pfree]","homestead_vfs.fs.size[/,total]","homestead_vfs.fs.size[/,used]","homestead_vfs.fs.size[/boot,free]","homestead_vfs.fs.size[/boot,pfree]","homestead_vfs.fs.size[/boot,total]","homestead_vfs.fs.size[/boot,used]","homestead_vfs.fs.size[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.size[/var/lib/docker/aufs,total]","homestead_vfs.fs.size[/var/lib/docker/aufs,used]","homestead_vfs.fs.size[/var/lib/kubelet,free]","homestead_vfs.fs.size[/var/lib/kubelet,pfree]","homestead_vfs.fs.size[/var/lib/kubelet,total]","homestead_vfs.fs.size[/var/lib/kubelet,used]","homestead_vfs.fs.size[/var/lib/rancher/volumes,free]","homestead_vfs.fs.size[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/var/lib/rancher/volumes,total]","homestead_vfs.fs.size[/var/lib/rancher/volumes,used]",homestead_vm.memory.size[available],homestead_vm.memory.size[total],sprout_net.if.in[ens160],sprout_net.if.out[ens160],"sprout_proc.num[,,run]",sprout_proc.num[],sprout_system.cpu.intr,"sprout_system.cpu.load[percpu,avg1]","sprout_system.cpu.load[percpu,avg15]","sprout_system.cpu.load[percpu,avg5]",sprout_system.cpu.switches,"sprout_system.cpu.util[,idle]","sprout_system.cpu.util[,interrupt]","sprout_system.cpu.util[,iowait]","sprout_system.cpu.util[,nice]","sprout_system.cpu.util[,softirq]","sprout_system.cpu.util[,steal]","sprout_system.cpu.util[,system]","sprout_system.cpu.util[,user]","sprout_system.swap.size[,free]","sprout_system.swap.size[,pfree]","sprout_system.swap.size[,total]","sprout_vfs.fs.inode[/,pfree]","sprout_vfs.fs.inode[/boot,pfree]","sprout_vfs.fs.inode[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.inode[/var/lib/kubelet,pfree]","sprout_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/,pfree]","sprout_vfs.fs.size[/,total]","sprout_vfs.fs.size[/,used]","sprout_vfs.fs.size[/boot,free]","sprout_vfs.fs.size[/boot,pfree]","sprout_vfs.fs.size[/boot,total]","sprout_vfs.fs.size[/boot,used]","sprout_vfs.fs.size[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.size[/var/lib/docker/aufs,total]","sprout_vfs.fs.size[/var/lib/docker/aufs,used]","sprout_vfs.fs.size[/var/lib/kubelet,free]","sprout_vfs.fs.size[/var/lib/kubelet,pfree]","sprout_vfs.fs.size[/var/lib/kubelet,total]","sprout_vfs.fs.size[/var/lib/kubelet,used]","sprout_vfs.fs.size[/var/lib/rancher/volumes,free]","sprout_vfs.fs.size[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/var/lib/rancher/volumes,total]","sprout_vfs.fs.size[/var/lib/rancher/volumes,used]",sprout_vm.memory.size[available],sprout_vm.memory.size[total],normal,bono_cpu,bono_mem,bono_io,homestead_cpu,homestead_mem,homestead_io,sprout_cpu,sprout_mem,sprout_io
1529579087,54048,520088,2,200,714,0.0200,18.5200,6.7500,1967,96.1571,0.0000,0.3675,0.0167,0.1671,0.0000,1.3699,1.9208,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1684,79680208896,7433572352,408983552,87.2071,494512128,59996160,90.1684,79680208896,7433580544,68175429632,90.1684,79680208896,7433580544,68175429632,90.1684,79680208896,7433580544,7796936704,8371621888,214304,644384,2,210,810,0.6600,8.1900,3.6500,1490,95.1273,0.0000,0.5022,0.0000,0.4857,0.0000,1.3061,2.5778,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9508,79680208896,7598137344,408983552,87.2071,494512128,59996160,89.9508,79680208896,7598120960,68010876928,89.9508,79680208896,7598133248,68010876928,89.9508,79680208896,7598133248,7654551552,8371621888,3168840,1949112,5,212,2519,0.0800,0.9400,0.2200,2858,79.5765,0.0000,0.4144,0.0153,8.8316,0.0000,3.3456,7.9509,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8052,79680208896,6952071168,408983552,87.2071,494512128,59996160,90.8052,79680208896,6952083456,68656939008,90.8052,79680208896,6952071168,68656947200,90.8052,79680208896,6952062976,2307248128,8371621888,0,0,0,0,0,0,0,0,1,0
1529579092,122280,71536,2,200,617,0.0200,18.4300,6.6400,1503,96.2233,0.0000,0.3843,0.0000,0.1671,0.0000,1.3868,1.9048,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1684,79680208896,7433580544,408983552,87.2071,494512128,59996160,90.1684,79680208896,7433588736,68175421440,90.1684,79680208896,7433588736,68175421440,90.1684,79680208896,7433588736,7796817920,8371621888,285224,193504,2,210,744,0.6100,8.1500,3.5900,2015,95.0795,0.0000,0.5525,0.0000,0.5187,0.0000,1.2720,2.5615,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9507,79680208896,7598153728,408983552,87.2071,494512128,59996160,89.9507,79680208896,7598149632,68010860544,89.9507,79680208896,7598149632,68010860544,89.9507,79680208896,7598149632,7654502400,8371621888,3124104,1512928,2,212,2595,0.0800,0.9400,0.2200,3192,79.4699,0.0000,0.3681,0.0153,8.8623,0.0000,3.2975,7.9294,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8052,79680208896,6952083456,408983552,87.2071,494512128,59996160,90.8052,79680208896,6952091648,68656926720,90.8052,79680208896,6952083456,68656926720,90.8052,79680208896,6952083456,2307268608,8371621888,0,0,0,0,0,0,0,0,1,0
1529579097,49808,43936,2,200,741,0.0200,18.4300,6.5200,1562,96.2233,0.0000,0.3842,0.0000,0.1670,0.0000,1.3696,1.9041,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1684,79680208896,7433601024,408983552,87.2071,494512128,59996160,90.1684,79680208896,7433601024,68175400960,90.1684,79680208896,7433609216,68175409152,90.1684,79680208896,7433601024,7796838400,8371621888,224608,185048,2,210,769,0.5600,8.1000,3.5300,1656,95.0301,0.0000,0.5518,0.0000,0.5352,0.0000,1.3382,2.5920,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9507,79680208896,7598182400,408983552,87.2071,494512128,59996160,89.9507,79680208896,7598166016,68010831872,89.9507,79680208896,7598178304,68010840064,89.9507,79680208896,7598170112,7654584320,8371621888,3118688,1504776,2,212,2561,0.0700,0.9300,0.2100,3206,79.7237,0.0000,0.3680,0.0153,8.8885,0.0000,3.2337,7.8197,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8052,79680208896,6952095744,408983552,87.2071,494512128,59996160,90.8052,79680208896,6952103936,68656914432,90.8052,79680208896,6952095744,68656914432,90.8052,79680208896,6952095744,2307055616,8371621888,0,0,0,0,0,0,0,0,1,0
1529579102,105880,74288,2,200,662,0.0200,18.3300,6.4200,1981,96.2895,0.0000,0.3175,0.0000,0.1671,0.0000,1.3371,1.9552,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1684,79680208896,7433609216,408983552,87.2071,494512128,59996160,90.1684,79680208896,7433609216,68175392768,90.1683,79680208896,7433617408,68175392768,90.1683,79680208896,7433617408,7796977664,8371621888,254432,203568,2,210,757,0.5100,8.0600,3.4700,1964,94.9323,0.0000,0.4684,0.0000,0.5520,0.0000,1.3550,2.6430,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9507,79680208896,7598198784,408983552,87.2071,494512128,59996160,89.9507,79680208896,7598194688,68010811392,89.9507,79680208896,7598198784,68010815488,89.9507,79680208896,7598194688,7654617088,8371621888,3163216,1523640,5,212,2548,0.0600,0.9300,0.2100,2993,79.9509,0.0000,0.3219,0.0153,8.9557,0.0000,3.2505,7.7725,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8052,79680208896,6952120320,408983552,87.2071,494512128,59996160,90.8052,79680208896,6952120320,68656889856,90.8052,79680208896,6952120320,68656902144,90.8052,79680208896,6952108032,2307100672,8371621888,0,0,0,0,0,0,0,0,1,0
1529579107,49784,495544,2,200,738,0.0200,18.2300,6.3100,1615,96.2226,0.0000,0.3510,0.0000,0.1671,0.0000,1.3371,1.8887,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1683,79680208896,7433617408,408983552,87.2071,494512128,59996160,90.1683,79680208896,7433625600,68175384576,90.1683,79680208896,7433625600,68175384576,90.1683,79680208896,7433625600,7796985856,8371621888,238408,634392,4,210,785,0.4700,8.0200,3.4200,1545,95.0310,0.0000,0.4685,0.0000,0.5357,0.0000,1.3052,2.6104,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9506,79680208896,7598227456,408983552,87.2071,494512128,59996160,89.9506,79680208896,7598215168,68010782720,89.9506,79680208896,7598227456,68010795008,89.9506,79680208896,7598215168,7654776832,8371621888,3120544,1971624,2,212,2521,0.0600,0.9200,0.2100,3018,80.0552,0.0000,0.2610,0.0154,8.8940,0.0000,3.1456,7.5683,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8052,79680208896,6952128512,408983552,87.2071,494512128,59996160,90.8052,79680208896,6952132608,68656881664,90.8052,79680208896,6952128512,68656889856,90.8052,79680208896,6952120320,2307112960,8371621888,0,0,0,0,0,0,0,0,1,0
1529579112,98504,48392,2,200,578,0.0200,18.1300,6.2000,1899,96.2400,0.0000,0.3509,0.0000,0.1838,0.0000,1.3202,1.9552,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1683,79680208896,7433625600,408983552,87.2071,494512128,59996160,90.1683,79680208896,7433633792,68175376384,90.1683,79680208896,7433633792,68175376384,90.1683,79680208896,7433633792,7796875264,8371621888,889600,662832,2,210,748,0.4300,7.9700,3.3600,3093,94.9816,0.0000,0.4849,0.0000,0.7357,0.0000,1.3050,2.7755,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9505,79680208896,7598301184,408983552,87.2071,494512128,59996160,89.9506,79680208896,7598231552,68010741760,89.9506,79680208896,7598268416,68010766336,89.9506,79680208896,7598243840,7654559744,8371621888,3202680,1804576,2,212,2830,0.1300,0.9200,0.2200,3508,79.5229,0.0000,0.2606,0.0153,9.2190,0.0000,3.1269,7.4494,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8051,79680208896,6952148992,408983552,87.2071,494512128,59996160,90.8051,79680208896,6952169472,68656865280,90.8051,79680208896,6952144896,68656869376,90.8051,79680208896,6952140800,2307137536,8371621888,0,0,0,0,0,0,0,0,1,0
1529579117,48184,64904,2,200,709,0.0100,17.9300,6.1000,1825,96.2709,0.0000,0.3509,0.0000,0.1840,0.0000,1.3200,1.9552,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1683,79680208896,7433641984,408983552,87.2071,494512128,59996160,90.1683,79680208896,7433641984,68175360000,90.1683,79680208896,7433650176,68175360000,90.1683,79680208896,7433650176,7796883456,8371621888,1128584,860808,3,210,1511,0.4000,7.9300,3.3000,2646,94.4992,0.0000,0.3676,0.0000,0.8186,0.0000,1.3873,2.9240,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9504,79680208896,7598399488,408983552,87.2071,494512128,59996160,89.9505,79680208896,7598350336,68010631168,89.9504,79680208896,7598379008,68010643456,89.9504,79680208896,7598366720,7654674432,8371621888,3503232,2346664,2,212,2897,0.1200,0.9200,0.2200,3494,78.9337,0.0000,0.2749,0.0000,9.2924,0.0000,3.0715,8.1704,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8051,79680208896,6952177664,408983552,87.2071,494512128,59996160,90.8051,79680208896,6952189952,68656832512,90.8051,79680208896,6952177664,68656840704,90.8051,79680208896,6952169472,2307063808,8371621888,0,0,0,0,0,0,0,0,1,0
1529579122,98600,47496,2,200,600,0.0100,17.8400,6.0000,1594,96.2561,0.0000,0.3177,0.0000,0.1839,0.0000,1.2542,1.9228,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1683,79680208896,7433650176,408983552,87.2071,494512128,59996160,90.1683,79680208896,7433650176,68175347712,90.1683,79680208896,7433662464,68175347712,90.1683,79680208896,7433662464,7796891648,8371621888,777048,550232,2,210,1257,0.3700,7.8900,3.2500,2596,94.3210,0.0000,0.4177,0.0000,0.9024,0.0000,1.4534,3.0744,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9503,79680208896,7598456832,408983552,87.2071,494512128,59996160,89.9504,79680208896,7598428160,68010561536,89.9503,79680208896,7598448640,68010569728,89.9504,79680208896,7598440448,7654363136,8371621888,3384272,1937400,2,212,2662,0.1100,0.9100,0.2100,3445,78.6052,0.0000,0.2750,0.0000,9.4656,0.0000,3.0997,8.4785,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8050,79680208896,6952210432,408983552,87.2071,494512128,59996160,90.8050,79680208896,6952218624,68656803840,90.8051,79680208896,6952206336,68656803840,90.8051,79680208896,6952206336,2307067904,8371621888,0,0,0,0,0,0,0,0,1,0
1529579127,54656,491664,2,200,763,0.0100,17.7400,5.9000,1928,96.1898,0.0000,0.3510,0.0000,0.1839,0.0000,1.2703,1.9388,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1683,79680208896,7433662464,408983552,87.2071,494512128,59996160,90.1683,79680208896,7433670656,68175339520,90.1683,79680208896,7433670656,68175339520,90.1683,79680208896,7433670656,7796903936,8371621888,523296,832416,2,210,1005,0.3400,7.8400,3.1900,1886,94.1196,0.0000,0.3339,0.0000,1.0015,0.0000,1.5364,3.1391,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9503,79680208896,7598514176,408983552,87.2071,494512128,59996160,89.9503,79680208896,7598485504,68010504192,89.9503,79680208896,7598505984,68010516480,89.9503,79680208896,7598493696,7654420480,8371621888,3246248,2234072,5,212,2588,0.1000,0.9100,0.2100,3086,78.3483,0.0000,0.2749,0.0000,9.6415,0.0000,3.0826,8.5357,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8050,79680208896,6952226816,408983552,87.2071,494512128,59996160,90.8050,79680208896,6952247296,68656783360,90.8050,79680208896,6952226816,68656783360,90.8050,79680208896,6952226816,2307026944,8371621888,0,0,0,0,0,0,0,0,1,0
1529579132,101792,74720,2,200,602,0.0100,17.6500,5.8000,1640,96.2554,0.0000,0.3676,0.0167,0.1672,0.0000,1.2705,1.9218,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1683,79680208896,7433670656,408983552,87.2071,494512128,59996160,90.1683,79680208896,7433678848,68175331328,90.1683,79680208896,7433678848,68175331328,90.1683,79680208896,7433678848,7796785152,8371621888,403112,314664,4,210,961,0.3100,7.8000,3.1400,2067,93.8063,0.0000,0.3337,0.0000,1.0677,0.0000,1.5528,3.3044,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9502,79680208896,7598542848,408983552,87.2071,494512128,59996160,89.9502,79680208896,7598522368,68010471424,89.9502,79680208896,7598538752,68010483712,89.9502,79680208896,7598526464,7654322176,8371621888,3228056,1676176,2,212,2636,0.0900,0.9000,0.2000,3165,78.1702,0.0000,0.2895,0.0000,9.8263,0.0000,3.0183,8.5466,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8050,79680208896,6952259584,408983552,87.2071,494512128,59996160,90.8050,79680208896,6952259584,68656758784,90.8050,79680208896,6952251392,68656758784,90.8050,79680208896,6952251392,2307022848,8371621888,0,0,0,0,0,0,0,0,1,0
1529579137,51976,44416,2,200,712,0.0100,17.5500,5.7100,1908,96.2548,0.0000,0.3844,0.0167,0.1505,0.0000,1.2703,1.9218,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1683,79680208896,7433687040,408983552,87.2071,494512128,59996160,90.1683,79680208896,7433687040,68175314944,90.1682,79680208896,7433695232,68175323136,90.1683,79680208896,7433687040,7796801536,8371621888,249160,194528,2,210,811,0.2800,7.7600,3.0900,1654,93.7573,0.0000,0.3002,0.0000,1.0672,0.0000,1.6016,3.3522,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9502,79680208896,7598571520,408983552,87.2071,494512128,59996160,89.9502,79680208896,7598555136,68010442752,89.9502,79680208896,7598567424,68010450944,89.9502,79680208896,7598559232,7654346752,8371621888,3164864,1534768,2,212,2522,0.0900,0.9000,0.2000,3019,77.9197,0.0000,0.2894,0.0000,10.1004,0.0000,3.0465,8.5136,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8050,79680208896,6952275968,408983552,87.2071,494512128,59996160,90.8050,79680208896,6952284160,68656738304,90.8050,79680208896,6952271872,68656742400,90.8050,79680208896,6952267776,2306973696,8371621888,0,0,0,0,0,0,0,0,1,0
1529579142,117376,56032,4,200,589,0.0100,17.5500,5.6100,1435,96.2233,0.0000,0.4011,0.0167,0.1671,0.0000,1.2373,1.9719,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1682,79680208896,7433695232,408983552,87.2071,494512128,59996160,90.1682,79680208896,7433695232,68175306752,90.1682,79680208896,7433703424,68175306752,90.1682,79680208896,7433703424,7796940800,8371621888,278584,189104,2,210,748,0.2600,7.7200,3.0400,2259,93.6301,0.0000,0.2836,0.0167,1.0677,0.0000,1.5847,3.3862,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9501,79680208896,7598592000,408983552,87.2071,494512128,59996160,89.9502,79680208896,7598571520,68010426368,89.9502,79680208896,7598583808,68010430464,89.9502,79680208896,7598579712,7654297600,8371621888,3145120,1507888,2,212,2602,0.0800,0.8900,0.2000,2795,77.9047,0.0000,0.2890,0.0000,10.0898,0.0000,3.0718,8.5475,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8050,79680208896,6952284160,408983552,87.2071,494512128,59996160,90.8049,79680208896,6952292352,68656726016,90.8050,79680208896,6952284160,68656726016,90.8050,79680208896,6952284160,2307022848,8371621888,0,0,0,0,0,0,0,0,1,0
1529579147,53008,516352,2,200,719,0.0100,17.4600,5.5200,1591,96.2554,0.0000,0.4013,0.0167,0.1505,0.0000,1.2538,1.9228,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1682,79680208896,7433703424,408983552,87.2071,494512128,59996160,90.1682,79680208896,7433711616,68175294464,90.1682,79680208896,7433715712,68175294464,90.1682,79680208896,7433715712,7797964800,8371621888,229656,648432,2,210,849,0.2400,7.6800,2.9900,1551,93.7093,0.0000,0.2838,0.0167,1.0677,0.0000,1.6350,3.2883,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9501,79680208896,7598612480,408983552,87.2071,494512128,59996160,89.9501,79680208896,7598596096,68010401792,89.9501,79680208896,7598608384,68010401792,89.9501,79680208896,7598608384,7654395904,8371621888,3118760,1966304,2,212,2509,0.0700,0.8900,0.1900,3193,77.9522,0.0000,0.2895,0.0000,10.0701,0.0000,3.1693,8.5492,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8049,79680208896,6952304640,408983552,87.2071,494512128,59996160,90.8049,79680208896,6952304640,68656717824,90.8049,79680208896,6952292352,68656717824,90.8049,79680208896,6952292352,2307125248,8371621888,0,0,0,0,0,0,0,0,1,0
1529579152,99744,48856,2,200,590,0.0100,17.3600,5.4300,1849,96.2721,0.0000,0.3846,0.0167,0.1672,0.0000,1.2207,1.9562,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1682,79680208896,7433715712,408983552,87.2071,494512128,59996160,90.1682,79680208896,7433723904,68175286272,90.1682,79680208896,7433723904,68175286272,90.1682,79680208896,7433723904,7797850112,8371621888,261744,184008,2,210,718,0.2200,7.6300,2.9400,1908,93.7104,0.0000,0.2336,0.0167,1.0512,0.0000,1.6683,3.3205,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9501,79680208896,7598632960,408983552,87.2071,494512128,59996160,89.9501,79680208896,7598624768,68010381312,89.9501,79680208896,7598628864,68010381312,89.9501,79680208896,7598628864,7654293504,8371621888,3166696,1491720,4,212,2543,0.0700,0.8800,0.1900,3147,77.8963,0.0000,0.2896,0.0000,10.1341,0.0000,3.2312,8.4896,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8049,79680208896,6952316928,408983552,87.2071,494512128,59996160,90.8049,79680208896,6952325120,68656697344,90.8049,79680208896,6952312832,68656697344,90.8049,79680208896,6952312832,2306891776,8371621888,0,0,0,0,0,0,0,0,1,0
1529579157,48672,41688,4,200,758,0.0100,17.2700,5.3400,1659,96.2072,0.0000,0.3678,0.0167,0.1839,0.0000,1.2203,1.9562,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1682,79680208896,7433732096,408983552,87.2071,494512128,59996160,90.1682,79680208896,7433732096,68175269888,90.1682,79680208896,7433740288,68175269888,90.1682,79680208896,7433740288,7797866496,8371621888,204432,171480,2,210,762,0.2000,7.5900,2.8900,1600,93.7260,0.0000,0.2502,0.0167,1.0340,0.0000,1.6511,3.3356,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9501,79680208896,7598661632,408983552,87.2071,494512128,59996160,89.9501,79680208896,7598645248,68010348544,89.9501,79680208896,7598661632,68010360832,89.9501,79680208896,7598649344,7654453248,8371621888,3118168,1492104,5,212,2541,0.0600,0.8800,0.1900,2882,77.7761,0.0000,0.3659,0.0000,10.2330,0.0000,3.1855,8.4756,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8049,79680208896,6952325120,408983552,87.2071,494512128,59996160,90.8049,79680208896,6952337408,68656685056,90.8049,79680208896,6952325120,68656685056,90.8049,79680208896,6952325120,2307035136,8371621888,0,0,0,0,0,0,0,0,1,0
1529579162,101136,72944,2,200,644,0.0000,17.1800,5.2500,1812,96.3062,0.0000,0.3845,0.0167,0.1671,0.0000,1.2034,1.9060,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1682,79680208896,7433740288,408983552,87.2071,494512128,59996160,90.1682,79680208896,7433740288,68175261696,90.1682,79680208896,7433748480,68175261696,90.1682,79680208896,7433748480,7797825536,8371621888,265432,209784,2,210,752,0.1900,7.5500,2.8400,1981,93.7771,0.0000,0.2501,0.0167,1.0835,0.0000,1.6336,3.3517,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9500,79680208896,7598682112,408983552,87.2071,494512128,59996160,89.9500,79680208896,7598673920,68010328064,89.9500,79680208896,7598682112,68010332160,89.9500,79680208896,7598678016,7654342656,8371621888,3157184,1517760,4,212,2517,0.0600,0.8700,0.1800,2932,77.7879,0.0000,0.4115,0.0000,10.1966,0.0000,3.2007,8.3359,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8049,79680208896,6952345600,408983552,87.2071,494512128,59996160,90.8049,79680208896,6952349696,68656664576,90.8049,79680208896,6952345600,68656664576,90.8049,79680208896,6952345600,2306961408,8371621888,0,0,0,0,0,0,0,0,1,0
1529579167,51816,486560,4,200,723,0.0000,16.9900,5.1600,1728,96.3396,0.0000,0.3678,0.0167,0.1505,0.0000,1.1867,1.9729,4172292096,97.1438,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1682,79680208896,7433748480,408983552,87.2071,494512128,59996160,90.1682,79680208896,7433756672,68175253504,90.1682,79680208896,7433756672,68175253504,90.1682,79680208896,7433756672,7797891072,8371621888,545616,861600,2,210,776,0.1700,7.5100,2.7900,2465,93.6011,0.0000,0.2500,0.0167,1.2323,0.0000,1.6997,3.3667,4205064192,97.9069,4294963200,95.5598,99.7583,95.5598,95.5598,95.5598,89.9500,79680208896,7598739456,408983552,87.2071,494512128,59996160,89.9500,79680208896,7598694400,68010303488,89.9500,79680208896,7598706688,68010311680,89.9500,79680208896,7598698496,7654244352,8371621888,3121632,1941664,2,212,2804,0.0500,0.8700,0.1800,3214,77.3766,0.0000,0.3504,0.0000,10.4662,0.0000,3.2617,8.4095,4294963200,100.0000,4294963200,95.5581,99.7583,95.5581,95.5581,95.5581,90.8049,79680208896,6952361984,408983552,87.2071,494512128,59996160,90.8048,79680208896,6952382464,68656648192,90.8049,79680208896,6952361984,68656648192,90.8049,79680208896,6952361984,2307014656,8371621888,0,0,0,0,0,0,0,0,1,0
