192.168.1.32, mem, 1, 1529575577, 2018-06-21 18:06:17
192.168.1.32, mem, 2, 1529575940, 2018-06-21 18:12:20
192.168.1.32, cpu, 2, 1529578351, 2018-06-21 18:52:31
192.168.1.32, mem, 8, 1529579015, 2018-06-21 19:03:35
192.168.1.32, mem, 3, 1529579798, 2018-06-21 19:16:38
192.168.1.32, mem, 8, 1529579979, 2018-06-21 19:19:39
192.168.1.32, cpu, 3, 1529581848, 2018-06-21 19:50:48
192.168.1.32, io, 3, 1529582029, 2018-06-21 19:53:49
