timestamp,bono_normal,bono_cpu/limit,bono_cpu/request,bono_cpu/usage,bono_cpu/usage_rate,bono_filesystem/limit,bono_filesystem/usage,bono_memory/cache,bono_memory/limit,bono_memory/major_page_faults,bono_memory/major_page_faults_rate,bono_memory/page_faults,bono_memory/page_faults_rate,bono_memory/request,bono_memory/rss,bono_memory/usage,bono_memory/working_set,bono_uptime,bono_normal,homestead_normal,homestead_cpu/limit,homestead_cpu/request,homestead_cpu/usage,homestead_cpu/usage_rate,homestead_filesystem/limit,homestead_filesystem/usage,homestead_memory/cache,homestead_memory/limit,homestead_memory/major_page_faults,homestead_memory/major_page_faults_rate,homestead_memory/page_faults,homestead_memory/page_faults_rate,homestead_memory/request,homestead_memory/rss,homestead_memory/usage,homestead_memory/working_set,homestead_uptime,homestead_normal,sprout_normal,sprout_cpu/limit,sprout_cpu/request,sprout_cpu/usage,sprout_cpu/usage_rate,sprout_filesystem/limit,sprout_filesystem/usage,sprout_memory/cache,sprout_memory/limit,sprout_memory/major_page_faults,sprout_memory/major_page_faults_rate,sprout_memory/page_faults,sprout_memory/page_faults_rate,sprout_memory/request,sprout_memory/rss,sprout_memory/usage,sprout_memory/working_set,sprout_uptime,sprout_normal,bono_cpu,bono_mem,bono_io,homestead_cpu,homestead_mem,homestead_io,sprout_cpu,sprout_mem,sprout_io,normal
1529576140,1,0,0,262122932752,2,79680208896,1413120,4751360,0,0,0,14450711,120.69457244873048,0,84135936,88932352,88883200,80575511,1,0,0,0,2107071265059,249,79680208896,286720,719618048,0,0,0,10161588,109.80307006835938,0,141307904,860991488,860938240,80490323,0,1,0,0,7202428490867,754,79680208896,253952,76148736,0,0,0,23886546,333.1971435546875,0,1165885440,1242034176,1241993216,80570322,1,0,0,0,0,0,1,0,0,0,0
1529576160,1,0,0,262181387848,3,79680208896,1413120,4751360,0,0,0,14454355,226.0631103515625,0,84135936,89014272,88969216,80595457,1,0,0,0,2111954167299,246,79680208896,286720,721100800,0,0,0,10163758,109.71973419189452,0,141852672,863055872,863002624,80510284,0,1,0,0,7221342485057,789,79680208896,253952,76378112,0,0,0,23894160,317.89654541015625,0,1165885440,1242390528,1242349568,80590249,1,0,0,0,0,0,1,0,0,0,0
1529576180,1,0,0,262243468679,3,79680208896,1413120,4751360,0,0,0,14457739,203.0849609375,0,84135936,88977408,88932352,80615459,1,0,0,0,2115731952424,251,79680208896,286720,722206720,0,0,0,10165562,120.28205871582031,0,142385152,864718848,864665600,80530315,0,1,0,0,7234260839587,755,79680208896,253952,76550144,0,0,0,23898558,257.3553466796875,0,1165885440,1242562560,1242521600,80610300,1,0,0,0,0,0,1,0,0,0,0
1529576200,1,0,0,262319568428,2,79680208896,1413120,4751360,0,0,0,14461147,124.52601623535156,0,84135936,88977408,88932352,80635489,1,0,0,0,2122051724629,241,79680208896,286720,724148224,0,0,0,10168738,121.51730346679688,0,143220736,867463168,867409920,80550379,0,1,0,0,7248149303531,762,79680208896,253952,76734464,0,0,0,23904558,329.2904052734375,0,1165885440,1242701824,1242660864,80630326,1,0,0,0,0,0,1,0,0,0,0
1529576220,1,0,0,262376418477,3,79680208896,1413120,4751360,0,0,0,14464809,212.32205200195312,0,84135936,88887296,88842240,80655451,1,0,0,0,2126648336002,243,79680208896,286720,725569536,0,0,0,10171152,127.76805877685548,0,143659008,869351424,869298176,80570367,0,1,0,0,7268227649942,762,79680208896,253952,76992512,0,0,0,23913329,332.98681640625,0,1165885440,1242963968,1242923008,80650322,1,0,0,0,0,0,1,0,0,0,0
1529576240,1,0,0,262410676065,3,79680208896,1413120,4751360,0,0,0,14466369,151.5413360595703,0,84135936,88973312,88928256,80675533,1,0,0,0,2132338109544,244,79680208896,286720,727289856,0,0,0,10174289,134.71720886230472,0,144384000,871694336,871641088,80590336,0,1,0,0,7276075329891,738,79680208896,253952,77094912,0,0,0,23917203,364.79931640625,0,1165885440,1243107328,1243066368,80670249,1,0,0,0,0,0,1,0,0,0,0
1529576260,1,0,0,262504485216,3,79680208896,1413120,4751360,0,0,0,14471857,179.38719177246094,0,84135936,88887296,88842240,80695517,1,0,0,0,2136668164570,220,79680208896,286720,728596480,0,0,0,10176493,112.22239685058594,0,145076224,873676800,873623552,80610337,0,1,0,0,7285599872718,642,79680208896,253952,77258752,0,0,0,23921995,323.2472839355469,0,1165885440,1243144192,1243099136,80690313,1,0,0,0,0,0,1,0,0,0,0
1529576280,1,0,0,262564951540,3,79680208896,1413120,4751360,0,0,0,14475514,204.58770751953125,0,84135936,88973312,88928256,80715460,1,0,0,0,2140721131959,246,79680208896,286720,729837568,0,0,0,10177934,87.79730224609375,0,145600512,875491328,875438080,80630369,0,1,0,0,7300880565721,786,79680208896,253952,77451264,0,0,0,23927978,307.7922058105469,0,1165889536,1243451392,1243410432,80710385,1,0,0,0,0,0,1,0,0,0,0
1529576300,1,0,0,262600174983,2,79680208896,1413120,4751360,0,0,0,14477079,130.0047607421875,0,84135936,88973312,88928256,80735502,1,0,0,0,2145040129291,248,79680208896,286720,731144192,0,0,0,10179825,108.78716278076172,0,146075648,877256704,877203456,80650305,0,1,0,0,7327068455251,774,79680208896,253952,77758464,0,0,0,23939030,326.7929382324219,0,1165889536,1243725824,1243684864,80730317,1,0,0,0,0,0,1,0,0,0,0
1529576320,1,0,0,262663733864,3,79680208896,1413120,4755456,0,0,0,14480729,189.12643432617188,0,84135936,89014272,88965120,80755527,1,0,0,0,2152706319108,250,79680208896,286720,733429760,0,0,0,10183035,105.0024871826172,0,146653184,880168960,880115712,80670313,0,1,0,0,7342228089001,758,79680208896,253952,77955072,0,0,0,23945612,329.4580383300781,0,1165889536,1243844608,1243803648,80750296,1,0,0,0,0,0,1,0,0,0,0
1529576340,1,0,0,262720749301,3,79680208896,1413120,4751360,0,0,0,14483823,180.62489318847656,0,84135936,88887296,88842240,80775451,1,0,0,0,2155703985048,253,79680208896,286720,734314496,0,0,0,10184398,115.1839828491211,0,146898944,881217536,881164288,80690300,0,1,0,0,7356685492306,761,79680208896,253952,78139392,0,0,0,23951645,317.61187744140625,0,1165889536,1244098560,1244057600,80770312,1,0,0,0,0,0,1,0,0,0,0
1529576360,1,0,0,262816970810,3,79680208896,1413120,4755456,0,0,0,14489049,167.5961456298828,0,84135936,88977408,88928256,80795448,1,0,0,0,2159537961436,242,79680208896,286720,735465472,0,0,0,10186834,154.3359375,0,147365888,882950144,882896896,80710264,0,1,0,0,7367677726842,766,79680208896,253952,78286848,0,0,0,23956102,310.8703308105469,0,1165889536,1244295168,1244254208,80790313,1,0,0,0,0,0,1,0,0,0,0
1529576380,1,0,0,262846704250,2,79680208896,1413120,4755456,0,0,0,14490877,182.0893096923828,0,84135936,89018368,88973312,80815459,1,0,0,0,2165940309128,245,79680208896,286720,737386496,0,0,0,10189986,120.8314971923828,0,148140032,885645312,885592064,80730371,0,1,0,0,7377803763807,781,79680208896,253952,78409728,0,0,0,23960548,343.1803283691406,0,1166196736,1244712960,1244672000,80810293,1,0,0,0,0,0,1,0,0,0,0
1529576400,1,0,0,262965565185,3,79680208896,1417216,4755456,0,0,0,14497921,199.3985748291016,0,84135936,88891392,88846336,80835515,1,0,0,0,2170725305516,249,79680208896,286720,738816000,0,0,0,10192076,108.9890594482422,0,148500480,887422976,887369728,80750322,0,1,0,0,7402064147660,754,79680208896,253952,78721024,0,0,0,23971140,329.1968078613281,0,1165889536,1244688384,1244647424,80830333,1,0,0,0,0,0,1,0,0,0,0
1529576420,1,0,0,263008007179,2,79680208896,1417216,4755456,0,0,0,14499781,95.60526275634766,0,84135936,88981504,88936448,80855450,1,0,0,0,2174545905760,245,79680208896,286720,739934208,0,0,0,10193616,98.80712890625,0,149020672,888963072,888909824,80770329,0,1,0,0,7409939985642,770,79680208896,253952,78823424,0,0,0,23974836,361.6664733886719,0,1165889536,1244839936,1244798976,80850298,1,0,0,0,0,0,1,0,0,0,0
1529576440,1,0,0,263065758225,3,79680208896,1417216,4755456,0,0,0,14503169,198.84033203125,0,84135936,88977408,88932352,80875505,1,0,0,0,2182264548320,250,79680208896,286720,742260736,0,0,0,10197723,133.25605773925778,0,149880832,892153856,892096512,80790398,0,1,0,0,7434383805135,767,79680208896,253952,79130624,0,0,0,23984596,306.4577941894531,0,1165889536,1245106176,1245065216,80870285,1,0,0,0,0,0,1,0,0,0,0
1529576460,1,0,0,263140683477,3,79680208896,1417216,4755456,0,0,0,14507208,174.19700622558594,0,84135936,88891392,88846336,80895469,1,0,0,0,2184798893727,225,79680208896,286720,743006208,0,0,0,10198783,94.4859848022461,0,150089728,893177856,893124608,80810422,0,1,0,0,7448951824440,740,79680208896,253952,79323136,0,0,0,23990684,309.2512512207031,0,1165889536,1245335552,1245294592,80890302,1,0,0,0,0,0,1,0,0,0,0
1529576480,1,0,0,263183593973,3,79680208896,1417216,4755456,0,0,0,14509934,197.2103271484375,0,84135936,88891392,88846336,80915526,1,0,0,0,2189141667159,243,79680208896,286720,744296448,0,0,0,10200955,121.6591567993164,0,150716416,895107072,895053824,80830367,0,1,0,0,7463367929802,741,79680208896,253952,79515648,0,0,0,23995980,272.53805541992193,0,1165889536,1245405184,1245364224,80910332,1,0,0,0,0,0,1,0,0,0,0
1529576500,1,0,0,263222429559,2,79680208896,1417216,4759552,0,0,0,14511776,118.0552978515625,0,84135936,88895488,88850432,80935413,1,0,0,0,2195136170598,235,79680208896,286720,746196992,0,0,0,10204447,137.30815124511722,0,151728128,897925120,897871872,80850382,0,1,0,0,7477688042842,730,79680208896,253952,79716352,0,0,0,24002078,310.9349060058594,0,1165889536,1245728768,1245687808,80930336,1,0,0,0,0,0,1,0,0,0,0
1529576520,1,0,0,263312713575,3,79680208896,1417216,4759552,0,0,0,14517272,195.73452758789062,0,84135936,88981504,88936448,80955445,1,0,0,0,2200223036014,245,79680208896,286720,747737088,0,0,0,10207057,125.81330871582031,0,152219648,900067328,900014080,80870309,0,1,0,0,7488821303544,745,79680208896,253952,79855616,0,0,0,24006023,263.98690795898443,0,1165889536,1245868032,1245827072,80950311,1,0,0,0,0,0,1,0,0,0,0
1529576540,1,0,0,263363565847,3,79680208896,1417216,4759552,0,0,0,14520910,271.02978515625,0,84135936,88895488,88850432,80975488,1,0,0,0,2204080073013,252,79680208896,286720,748904448,0,0,0,10208205,75.30169677734375,0,152670208,901640192,901586944,80890378,0,1,0,0,7498913936409,765,79680208896,253952,79986688,0,0,0,24010372,329.7847900390625,0,1165889536,1245876224,1245835264,80970330,1,0,0,0,0,0,1,0,0,0,0
1529576560,1,0,0,263404744196,2,79680208896,1417216,4759552,0,0,0,14522764,109.08416748046876,0,84135936,88981504,88936448,80995501,1,0,0,0,2208852625986,242,79680208896,286720,750362624,0,0,0,10210649,124.30216979980469,0,153133056,903622656,903569408,80910364,0,1,0,0,7519312497218,753,79680208896,253952,80248832,0,0,0,24018302,293.0179138183594,0,1165889536,1246265344,1246224384,80990273,1,0,0,0,0,0,1,0,0,0,0
1529576580,1,0,0,263459478336,3,79680208896,1417216,4759552,0,0,0,14526410,243.47422790527344,0,84135936,88985600,88940544,81015507,1,0,0,0,2213761891576,254,79680208896,286720,751808512,0,0,0,10212543,98.18187713623048,0,153620480,905539584,905486336,80930314,0,1,0,0,7533520749342,750,79680208896,253952,80437248,0,0,0,24025057,356.79254150390625,0,1165889536,1246326784,1246285824,81010251,1,0,0,0,0,0,1,0,0,0,0
1529576600,1,0,0,263554295080,3,79680208896,1417216,4759552,0,0,0,14531907,181.2987823486328,0,84135936,88895488,88850432,81035466,1,0,0,0,2221352787594,248,79680208896,286720,754085888,0,0,0,10216320,123.53816986083984,0,154308608,908500992,908447744,80950328,0,1,0,0,7552216796015,759,79680208896,253952,80683008,0,0,0,24033541,344.8382873535156,0,1165889536,1246695424,1246654464,81030313,1,0,0,0,0,0,1,0,0,0,0
1529576620,0,0,0,263613920030,3,79680208896,1417216,4759552,0,0,0,14535290,197.1538848876953,0,84135936,88895488,88850432,81055467,0,1,0,0,2224578420221,205,79680208896,286720,755261440,0,0,0,10218371,130.41926574707028,0,154529792,909893632,909840384,80970339,1,1,0,0,7564892887547,745,79680208896,253952,80846848,0,0,0,24038171,272.11630249023443,0,1165889536,1246863360,1246822400,81050307,1,0,1,0,0,0,0,0,0,0,0
1529576640,0,0,0,263684931696,2,79680208896,1417216,4759552,0,0,0,14538708,126.90174865722656,0,84135936,88981504,88936448,81075423,0,1,0,0,2227090203572,174,79680208896,286720,756305920,0,0,0,10219767,97.1736831665039,0,154963968,911314944,911261696,80990313,1,1,0,0,7573452386551,704,79680208896,253952,80969728,0,0,0,24042027,317.4440612792969,0,1165889536,1246928896,1246887936,81070287,1,0,1,0,0,0,0,0,0,0,0
1529576660,0,0,0,263740577162,3,79680208896,1421312,4763648,0,0,0,14542080,200.9116516113281,0,84135936,88899584,88854528,81095483,0,1,0,0,2229958844546,183,79680208896,286720,757493760,0,0,0,10221524,112.43026733398438,0,155197440,912740352,912687104,81010343,1,1,0,0,7598044163669,725,79680208896,253952,81301504,0,0,0,24053784,347.0296936035156,0,1165889536,1247313920,1247272960,81090302,1,0,1,0,0,0,0,0,0,0,0
1529576680,0,0,0,263778607932,2,79680208896,1421312,4763648,0,0,0,14543936,120.54612731933594,0,84135936,88899584,88854528,81115466,0,1,0,0,2236518756710,187,79680208896,286720,760111104,0,0,0,10224792,93.3752899169922,0,156151808,916361216,916307968,81030305,1,1,0,0,7611808079536,706,79680208896,253952,81489920,0,0,0,24059786,308.16082763671875,0,1165889536,1247506432,1247465472,81110259,1,0,1,0,0,0,0,0,0,0,0
1529576700,0,0,0,263835654775,3,79680208896,1421312,4763648,0,0,0,14547582,208.6109313964844,0,84135936,88899584,88854528,81135580,0,1,0,0,2239609100805,178,79680208896,286720,761401344,0,0,0,10227421,152.04283142089844,0,156487680,917995520,917942272,81050337,1,1,0,0,7622718835346,700,79680208896,253952,81649664,0,0,0,24064421,297.53656005859375,0,1165889536,1247608832,1247567872,81130312,1,0,1,0,0,0,0,0,0,0,0
1529576720,0,0,0,263925055703,3,79680208896,1421312,4763648,0,0,0,14553083,205.8392639160156,0,84135936,88899584,88854528,81155442,0,1,0,0,2243215329367,183,79680208896,286720,762875904,0,0,0,10229791,120.42243957519531,0,156893184,919834624,919781376,81070330,1,1,0,0,7636864169095,721,79680208896,253952,81838080,0,0,0,24071074,339.23284912109375,0,1165889536,1247727616,1247686656,81150304,1,0,1,0,0,0,0,0,0,0,0
1529576740,0,0,0,263961419912,2,79680208896,1421312,4763648,0,0,0,14554932,134.88563537597656,0,84135936,88985600,88940544,81175457,0,1,0,0,2246800430915,180,79680208896,286720,764354560,0,0,0,10232509,137.1361083984375,0,157487104,921849856,921796608,81090373,1,1,0,0,7653128596164,710,79680208896,253952,82063360,0,0,0,24079450,365.7370300292969,0,1165889536,1247952896,1247911936,81170248,1,0,1,0,0,0,0,0,0,0,0
1529576760,0,0,0,264053971969,3,79680208896,1421312,4763648,0,0,0,14560440,183.1596527099609,0,84135936,88981504,88936448,81195515,0,1,0,0,2250294903041,182,79680208896,286720,765784064,0,0,0,10235181,139.8292236328125,0,157974528,923860992,923807744,81110369,1,1,0,0,7664515733616,726,79680208896,253952,82219008,0,0,0,24083922,285.2107238769531,0,1165889536,1248231424,1248190464,81190342,1,0,1,0,0,0,0,0,0,0,0
1529576780,0,0,0,264109346366,3,79680208896,1421312,4763648,0,0,0,14563518,204.5363922119141,0,84135936,88989696,88944640,81215455,0,1,0,0,2252993550612,175,79680208896,286720,766926848,0,0,0,10236578,90.7674789428711,0,158355456,925376512,925323264,81130363,1,1,0,0,7684007684953,715,79680208896,253952,82489344,0,0,0,24093002,333.2722473144531,0,1165889536,1248497664,1248456704,81210285,1,0,1,0,0,0,0,0,0,0,0
1529576800,0,0,0,264149537160,2,79680208896,1421312,4763648,0,0,0,14565365,107.87345886230469,0,84135936,88899584,88854528,81235508,0,1,0,0,2257738439200,183,79680208896,286720,768864256,0,0,0,10240283,143.14926147460938,0,158969856,927952896,927899648,81150349,1,1,0,0,7692110267403,721,79680208896,253952,82599936,0,0,0,24096853,342.702880859375,0,1165889536,1248616448,1248575488,81230258,1,0,1,0,0,0,0,0,0,0,0
1529576820,0,0,0,264242721145,3,79680208896,1421312,4767744,0,0,0,14570582,176.102783203125,0,84115456,88883200,88838144,81255441,0,1,0,0,2260347198430,173,79680208896,286720,769982464,0,0,0,10241707,94.93515014648438,0,159461376,929554432,929501184,81170292,1,1,0,0,7711692189097,711,79680208896,253952,82870272,0,0,0,24105841,326.55364990234375,0,1165889536,1248882688,1248841728,81250263,1,0,1,0,0,0,0,0,0,0,0
1529576840,0,0,0,264295410185,3,79680208896,1421312,4767744,0,0,0,14574223,255.70681762695312,0,84115456,88973312,88928256,81275445,0,1,0,0,2265408746856,178,79680208896,286720,772050944,0,0,0,10245748,142.3532257080078,0,160280576,932384768,932331520,81190279,1,1,0,0,7725341137652,721,79680208896,253952,83058688,0,0,0,24111902,320.4900817871094,0,1165889536,1249075200,1249034240,81270212,1,0,1,0,0,0,0,0,0,0,0
1529576860,0,0,0,264332591727,2,79680208896,1421312,4767744,0,0,0,14576078,128.54484558105472,0,84115456,88969216,88924160,81295521,0,1,0,0,2267374156220,150,79680208896,286720,772755456,0,0,0,10247765,154.183349609375,0,160768000,933629952,933576704,81210293,1,1,0,0,7731444482545,452,79680208896,253952,83247104,0,0,0,24116235,321.5909423828125,0,1165889536,1249263616,1249222656,81290335,1,0,1,0,0,0,0,0,0,0,0
1529576880,0,0,0,264392188309,3,79680208896,1421312,4767744,0,0,0,14579460,171.6199951171875,0,84115456,88883200,88838144,81315490,0,1,0,0,2269764761566,178,79680208896,286720,773746688,0,0,0,10249768,149.7672576904297,0,161173504,934973440,934920192,81230377,1,1,0,0,7745058429887,721,79680208896,253952,83431424,0,0,0,24121963,303.76605224609375,0,1165889536,1249439744,1249398784,81310298,1,0,1,0,0,0,0,0,0,0,0
1529576900,0,0,0,264477196787,3,79680208896,1421312,4767744,0,0,0,14584953,218.06765747070312,0,84115456,88973312,88928256,81335418,0,1,0,0,2273124304632,181,79680208896,286720,775163904,0,0,0,10251888,114.48985290527344,0,161607680,936771584,936718336,81250320,1,1,0,0,7767160011193,705,79680208896,253952,83689472,0,0,0,24131645,309.1888122558594,0,1165889536,1249665024,1249624064,81330282,1,0,1,0,0,0,0,0,0,0,0
1529576920,0,0,0,264537490444,3,79680208896,1421312,4767744,0,0,0,14588073,168.45408630371094,0,84115456,88883200,88838144,81355483,0,1,0,0,2277227353483,207,79680208896,286720,776638464,0,0,0,10254104,112.03091430664062,0,162267136,938983424,938930176,81270360,1,1,0,0,7774554408774,708,79680208896,253952,83795968,0,0,0,24135501,369.5182800292969,0,1165889536,1249800192,1249755136,81350337,1,0,1,0,0,0,0,0,0,0,0
1529576940,0,0,0,264605284734,2,79680208896,1421312,4771840,0,0,0,14591749,144.2733612060547,0,84115456,88887296,88842240,81375501,0,1,0,0,2283640647757,183,79680208896,286720,779255808,0,0,0,10257356,92.79550170898438,0,163037184,942374912,942321664,81290374,1,1,0,0,7793585499021,713,79680208896,253952,84054016,0,0,0,24144554,339.5915222167969,0,1165889536,1250070528,1250029568,81370261,1,0,1,0,0,0,0,0,0,0,0
1529576960,0,0,0,264641110024,2,79680208896,1425408,4771840,0,0,0,14593586,145.94630432128906,0,84115456,88977408,88932352,81395427,0,1,0,0,2285493170625,177,79680208896,286720,780034048,0,0,0,10258734,132.25724792480472,0,163422208,943460352,943407104,81310275,1,1,0,0,7801845028506,710,79680208896,253952,84172800,0,0,0,24147994,296.04901123046875,0,1165889536,1250062336,1250021376,81390278,1,0,1,0,0,0,0,0,0,0,0
1529576980,0,0,0,264695244925,3,79680208896,1425408,4771840,0,0,0,14597234,233.10020446777344,0,84115456,89014272,88969216,81415490,0,1,0,0,2290958369918,186,79680208896,286720,782217216,0,0,0,10262215,118.88938903808594,0,164159488,946479104,946425856,81330387,1,1,0,0,7819402880841,705,79680208896,253952,84418560,0,0,0,24155710,309.96221923828125,0,1165889536,1250430976,1250390016,81410345,1,0,1,0,0,0,0,0,0,0,0
1529577000,0,0,0,264789173441,3,79680208896,1425408,4771840,0,0,0,14602734,177.951171875,0,84115456,88887296,88842240,81435453,0,1,0,0,2294138403004,179,79680208896,286720,783544320,0,0,0,10264882,150.21533203125,0,164646912,948195328,948142080,81350297,1,1,0,0,7830057279019,713,79680208896,253952,84566016,0,0,0,24161086,359.86126708984375,0,1165889536,1250574336,1250533376,81430282,1,0,1,0,0,0,0,0,0,0,0
1529577020,0,0,0,264842910538,3,79680208896,1425408,4771840,0,0,0,14606396,256.42752075195307,0,84115456,88887296,88842240,81455435,0,1,0,0,2297607145259,183,79680208896,286720,784957440,0,0,0,10267015,112.72847747802734,0,165220352,950194176,950140928,81370321,1,1,0,0,7844774433508,757,79680208896,253952,84758528,0,0,0,24167340,321.932373046875,0,1165889536,1250729984,1250689024,81450301,1,0,1,0,0,0,0,0,0,0,0
1529577040,0,0,0,264884011540,2,79680208896,1425408,4771840,0,0,0,14608256,104.38019561767578,0,84115456,88887296,88842240,81475500,0,1,0,0,2299937895976,186,79680208896,286720,785895424,0,0,0,10268397,110.59075164794922,0,165588992,951545856,951492608,81390341,1,1,0,0,7862812405596,712,79680208896,258048,85004288,0,0,0,24175055,304.82672119140625,0,1165889536,1251020800,1250979840,81470259,1,0,1,0,0,0,0,0,0,0,0
1529577060,0,0,0,264990766163,3,79680208896,1425408,4771840,0,0,0,14614657,199.8361053466797,0,84115456,88977408,88932352,81495421,0,1,0,0,2305213547259,180,79680208896,286720,788074496,0,0,0,10272406,136.81980895996094,0,166252544,954343424,954290176,81410291,1,1,0,0,7871279253214,708,79680208896,258048,85127168,0,0,0,24179669,386.1473083496094,0,1165889536,1251139584,1251098624,81490274,1,0,1,0,0,0,0,0,0,0,0
1529577080,0,0,0,265033413255,3,79680208896,1425408,4771840,0,0,0,14617380,229.33706665039062,0,84115456,88887296,88842240,81515515,0,1,0,0,2307138584828,173,79680208896,286720,788905984,0,0,0,10273792,124.6649169921875,0,166653952,955559936,955506688,81430334,1,1,0,0,7891022181070,724,79680208896,258048,85397504,0,0,0,24187950,303.7682189941406,0,1165889536,1251409920,1251368960,81510262,1,0,1,0,0,0,0,0,0,0,0
1529577100,1,0,0,265095969870,3,79680208896,1425408,4771840,0,0,0,14620150,152.998046875,0,84115456,88977408,88932352,81535474,1,0,0,0,2310421454919,181,79680208896,286720,790253568,0,0,0,10276483,148.89306640625,0,167247872,957595648,957542400,81450275,0,1,0,0,7902890439811,710,79680208896,253952,85557248,0,0,0,24193040,304.5132141113281,0,1165889536,1251532800,1251491840,81530348,1,0,0,0,0,1,0,0,0,0,0
1529577120,1,0,0,265181504042,2,79680208896,1425408,4771840,0,0,0,14624738,156.6119384765625,0,84115456,88887296,88842240,81555443,1,0,0,0,2314026989906,184,79680208896,286720,791719936,0,0,0,10278864,121.67893981933594,0,167698432,959537152,959483904,81470289,0,1,0,0,7914149522144,713,79680208896,253952,85712896,0,0,0,24199037,380.0517883300781,0,1165889536,1251729408,1251688448,81550294,1,0,0,0,0,1,0,0,0,0,0
1529577140,1,0,0,265234665826,3,79680208896,1425408,4771840,0,0,0,14628386,249.36463928222656,0,84115456,88887296,88842240,81575426,1,0,0,0,2319386104737,183,79680208896,286720,793899008,0,0,0,10282640,129.32234191894528,0,168587264,962498560,962445312,81490313,0,1,0,0,7928022547577,711,79680208896,253952,85905408,0,0,0,24204751,293.2476501464844,0,1166163968,1252069376,1252028416,81570336,1,0,0,0,0,1,0,0,0,0,0
1529577160,1,0,0,265295353660,3,79680208896,1425408,4771840,0,0,0,14632053,191.1844024658203,0,84115456,88977408,88932352,81595486,1,0,0,0,2322401619148,178,79680208896,286720,795164672,0,0,0,10284407,104.3500747680664,0,169029632,964300800,964247552,81510367,0,1,0,0,7952840732871,715,79680208896,253952,86249472,0,0,0,24216556,340.4205322265625,0,1165889536,1252261888,1252220928,81590239,1,0,0,0,0,1,0,0,0,0,0
1529577180,1,0,0,265355424607,3,79680208896,1425408,4771840,0,0,0,14635722,202.7173156738281,0,84115456,88977408,88932352,81615490,1,0,0,0,2327085818528,184,79680208896,286720,797057024,0,0,0,10287229,111.27458953857422,0,169668608,966770688,966717440,81530261,0,1,0,0,7965471231657,710,79680208896,253952,86425600,0,0,0,24222652,342.79302978515625,0,1165893632,1252446208,1252405248,81610228,1,0,0,0,0,1,0,0,0,0,0
1529577200,1,0,0,265417560995,3,79680208896,1425408,4775936,0,0,0,14639401,194.85671997070312,0,84115456,88891392,88846336,81635502,1,0,0,0,2330394688138,180,79680208896,286720,798425088,0,0,0,10289665,133.19613647460938,0,170254336,968699904,968646656,81550345,0,1,0,0,7974662369797,713,79680208896,253952,86552576,0,0,0,24226379,289.3802185058594,0,1165893632,1252573184,1252532224,81630301,1,0,0,0,0,1,0,0,0,0,0
1529577220,1,0,0,265450325784,2,79680208896,1425408,4775936,0,0,0,14641234,149.49655151367188,0,84115456,88981504,88936448,81655477,1,0,0,0,2333209734625,184,79680208896,286720,799563776,0,0,0,10291406,113.98117065429688,0,170643456,970334208,970280960,81570329,0,1,0,0,7988608507876,742,79680208896,253952,86736896,0,0,0,24232249,312.53228759765625,0,1165893632,1252741120,1252696064,81650248,1,0,0,0,0,1,0,0,0,0,0
1529577240,1,0,0,265549136588,2,79680208896,1425408,4780032,0,0,0,14646191,141.91749572753906,0,84115456,88981504,88936448,81675454,1,0,0,0,2335631551345,193,79680208896,286720,800497664,0,0,0,10293414,160.78094482421875,0,171008000,971513856,971460608,81590416,0,1,0,0,8008913747836,728,79680208896,253952,87007232,0,0,0,24242048,351.3956604003906,0,1165893632,1252900864,1252859904,81670306,1,0,0,0,0,1,0,0,0,0,0
1529577260,1,0,0,265603168394,3,79680208896,1429504,4780032,0,0,0,14649814,246.7588348388672,0,84115456,88895488,88850432,81695527,1,0,0,0,2338963462415,183,79680208896,286720,801853440,0,0,0,10295443,111.6569595336914,0,171421696,973299712,973246464,81610323,0,1,0,0,8022939743218,724,79680208896,253952,87199744,0,0,0,24247944,304.6952209472656,0,1165893632,1253208064,1253167104,81690323,1,0,0,0,0,1,0,0,0,0,0
1529577280,1,0,0,265666164933,3,79680208896,1429504,4780032,0,0,0,14653483,187.2544403076172,0,84115456,88895488,88850432,81715428,1,0,0,0,2345374874400,184,79680208896,286720,804454400,0,0,0,10299221,108.56971740722656,0,172474368,977051648,976998400,81630432,0,1,0,0,8039355205254,704,79680208896,253952,87433216,0,0,0,24255655,331.0694580078125,0,1165893632,1253449728,1253408768,81710297,1,0,0,0,1,0,0,0,0,0,0
1529577300,1,0,0,265740171492,2,79680208896,1429504,4780032,0,0,0,14656631,112.24581146240234,0,84115456,88895488,88850432,81735513,1,0,0,0,2347404070364,182,79680208896,286720,805285888,0,0,0,10300307,97.52386474609376,0,172744704,978137088,978083840,81650463,0,1,0,0,8052311169444,724,79680208896,253952,87609344,0,0,0,24261832,345.49346923828125,0,1166680064,1254412288,1254371328,81730198,1,0,0,0,1,0,0,0,0,0,0
1529577320,1,0,0,265797022567,3,79680208896,1429504,4780032,0,0,0,14660286,211.1040344238281,0,84115456,88981504,88936448,81755495,1,0,0,0,2351043115111,184,79680208896,286720,806764544,0,0,0,10302438,107.75509643554688,0,173223936,980103168,980049920,81670443,0,1,0,0,8064451435954,718,79680208896,253952,87777280,0,0,0,24266185,257.79800415039057,0,1166680064,1254580224,1254539264,81750222,1,0,0,0,1,0,0,0,0,0,0
