timestamp,cpu/limit,cpu/request,cpu/usage,cpu/usage_rate,filesystem/limit,filesystem/usage,memory/cache,memory/limit,memory/major_page_faults,memory/major_page_faults_rate,memory/page_faults,memory/page_faults_rate,memory/request,memory/rss,memory/usage,memory/working_set,uptime,normal,cpu,mem,io
1529576580,0,0,7533520749342,750,79680208896,253952,80437248,0,0,0,24025057,356.79254150390625,0,1165889536,1246326784,1246285824,81010251,1,0,0,0
1529576600,0,0,7552216796015,759,79680208896,253952,80683008,0,0,0,24033541,344.8382873535156,0,1165889536,1246695424,1246654464,81030313,1,0,0,0
1529576620,0,0,7564892887547,745,79680208896,253952,80846848,0,0,0,24038171,272.11630249023443,0,1165889536,1246863360,1246822400,81050307,1,0,0,0
1529576640,0,0,7573452386551,704,79680208896,253952,80969728,0,0,0,24042027,317.4440612792969,0,1165889536,1246928896,1246887936,81070287,1,0,0,0
1529576660,0,0,7598044163669,725,79680208896,253952,81301504,0,0,0,24053784,347.0296936035156,0,1165889536,1247313920,1247272960,81090302,1,0,0,0
1529576680,0,0,7611808079536,706,79680208896,253952,81489920,0,0,0,24059786,308.16082763671875,0,1165889536,1247506432,1247465472,81110259,1,0,0,0
1529576700,0,0,7622718835346,700,79680208896,253952,81649664,0,0,0,24064421,297.53656005859375,0,1165889536,1247608832,1247567872,81130312,1,0,0,0
1529576720,0,0,7636864169095,721,79680208896,253952,81838080,0,0,0,24071074,339.23284912109375,0,1165889536,1247727616,1247686656,81150304,1,0,0,0
1529576740,0,0,7653128596164,710,79680208896,253952,82063360,0,0,0,24079450,365.7370300292969,0,1165889536,1247952896,1247911936,81170248,1,0,0,0
1529576760,0,0,7664515733616,726,79680208896,253952,82219008,0,0,0,24083922,285.2107238769531,0,1165889536,1248231424,1248190464,81190342,1,0,0,0
1529576780,0,0,7684007684953,715,79680208896,253952,82489344,0,0,0,24093002,333.2722473144531,0,1165889536,1248497664,1248456704,81210285,1,0,0,0
1529576800,0,0,7692110267403,721,79680208896,253952,82599936,0,0,0,24096853,342.702880859375,0,1165889536,1248616448,1248575488,81230258,1,0,0,0
1529576820,0,0,7711692189097,711,79680208896,253952,82870272,0,0,0,24105841,326.55364990234375,0,1165889536,1248882688,1248841728,81250263,1,0,0,0
1529576840,0,0,7725341137652,721,79680208896,253952,83058688,0,0,0,24111902,320.4900817871094,0,1165889536,1249075200,1249034240,81270212,1,0,0,0
1529576860,0,0,7731444482545,452,79680208896,253952,83247104,0,0,0,24116235,321.5909423828125,0,1165889536,1249263616,1249222656,81290335,1,0,0,0
1529576880,0,0,7745058429887,721,79680208896,253952,83431424,0,0,0,24121963,303.76605224609375,0,1165889536,1249439744,1249398784,81310298,1,0,0,0
1529576900,0,0,7767160011193,705,79680208896,253952,83689472,0,0,0,24131645,309.1888122558594,0,1165889536,1249665024,1249624064,81330282,1,0,0,0
1529576920,0,0,7774554408774,708,79680208896,253952,83795968,0,0,0,24135501,369.5182800292969,0,1165889536,1249800192,1249755136,81350337,1,0,0,0
1529576940,0,0,7793585499021,713,79680208896,253952,84054016,0,0,0,24144554,339.5915222167969,0,1165889536,1250070528,1250029568,81370261,1,0,0,0
1529576960,0,0,7801845028506,710,79680208896,253952,84172800,0,0,0,24147994,296.04901123046875,0,1165889536,1250062336,1250021376,81390278,1,0,0,0
1529576980,0,0,7819402880841,705,79680208896,253952,84418560,0,0,0,24155710,309.96221923828125,0,1165889536,1250430976,1250390016,81410345,1,0,0,0
1529577000,0,0,7830057279019,713,79680208896,253952,84566016,0,0,0,24161086,359.86126708984375,0,1165889536,1250574336,1250533376,81430282,1,0,0,0
1529577020,0,0,7844774433508,757,79680208896,253952,84758528,0,0,0,24167340,321.932373046875,0,1165889536,1250729984,1250689024,81450301,1,0,0,0
1529577040,0,0,7862812405596,712,79680208896,258048,85004288,0,0,0,24175055,304.82672119140625,0,1165889536,1251020800,1250979840,81470259,1,0,0,0
1529577060,0,0,7871279253214,708,79680208896,258048,85127168,0,0,0,24179669,386.1473083496094,0,1165889536,1251139584,1251098624,81490274,1,0,0,0
1529577080,0,0,7891022181070,724,79680208896,258048,85397504,0,0,0,24187950,303.7682189941406,0,1165889536,1251409920,1251368960,81510262,1,0,0,0
1529577100,0,0,7902890439811,710,79680208896,253952,85557248,0,0,0,24193040,304.5132141113281,0,1165889536,1251532800,1251491840,81530348,1,0,0,0
1529577120,0,0,7914149522144,713,79680208896,253952,85712896,0,0,0,24199037,380.0517883300781,0,1165889536,1251729408,1251688448,81550294,1,0,0,0
1529577140,0,0,7928022547577,711,79680208896,253952,85905408,0,0,0,24204751,293.2476501464844,0,1166163968,1252069376,1252028416,81570336,1,0,0,0
1529577160,0,0,7952840732871,715,79680208896,253952,86249472,0,0,0,24216556,340.4205322265625,0,1165889536,1252261888,1252220928,81590239,1,0,0,0
1529577180,0,0,7965471231657,710,79680208896,253952,86425600,0,0,0,24222652,342.79302978515625,0,1165893632,1252446208,1252405248,81610228,1,0,0,0
1529577200,0,0,7974662369797,713,79680208896,253952,86552576,0,0,0,24226379,289.3802185058594,0,1165893632,1252573184,1252532224,81630301,1,0,0,0
1529577220,0,0,7988608507876,742,79680208896,253952,86736896,0,0,0,24232249,312.53228759765625,0,1165893632,1252741120,1252696064,81650248,1,0,0,0
1529577240,0,0,8008913747836,728,79680208896,253952,87007232,0,0,0,24242048,351.3956604003906,0,1165893632,1252900864,1252859904,81670306,1,0,0,0
1529577260,0,0,8022939743218,724,79680208896,253952,87199744,0,0,0,24247944,304.6952209472656,0,1165893632,1253208064,1253167104,81690323,1,0,0,0
