timestamp,homestead_cpu/limit,homestead_cpu/request,homestead_cpu/usage,homestead_cpu/usage_rate,homestead_filesystem/limit,homestead_filesystem/usage,homestead_memory/cache,homestead_memory/limit,homestead_memory/major_page_faults,homestead_memory/major_page_faults_rate,homestead_memory/page_faults,homestead_memory/page_faults_rate,homestead_memory/request,homestead_memory/rss,homestead_memory/usage,homestead_memory/working_set,homestead_uptime,sprout_cpu/limit,sprout_cpu/request,sprout_cpu/usage,sprout_cpu/usage_rate,sprout_filesystem/limit,sprout_filesystem/usage,sprout_memory/cache,sprout_memory/limit,sprout_memory/major_page_faults,sprout_memory/major_page_faults_rate,sprout_memory/page_faults,sprout_memory/page_faults_rate,sprout_memory/request,sprout_memory/rss,sprout_memory/usage,sprout_memory/working_set,sprout_uptime,bono_cpu/limit,bono_cpu/request,bono_cpu/usage,bono_cpu/usage_rate,bono_filesystem/limit,bono_filesystem/usage,bono_memory/cache,bono_memory/limit,bono_memory/major_page_faults,bono_memory/major_page_faults_rate,bono_memory/page_faults,bono_memory/page_faults_rate,bono_memory/request,bono_memory/rss,bono_memory/usage,bono_memory/working_set,bono_uptime
1529508000,0,0,663285544673,93,79680208896,282624,244342784,0,0,0,1642303,145.26121520996094,0,71176192,315600896,315543552,12350317,0,0,2448596815922,352,79680208896,253952,32813056,0,0,0,4061393,308.8280944824219,0,1152106496,1184919552,1184878592,12430253,0,0,40655136603,3,79680208896,446464,2928640,0,0,0,2270892,211.3313140869141,0,83984384,86913024,86867968,12435516
1529508020,0,0,665116012738,98,79680208896,282624,245039104,0,0,0,1644652,126.85567474365234,0,71454720,316612608,316555264,12370332,0,0,2458266461369,352,79680208896,253952,32952320,0,0,0,4070702,339.6176452636719,0,1152106496,1185058816,1185017856,12450146,0,0,40714886287,3,79680208896,446464,2928640,0,0,0,2274562,191.7549133300781,0,83984384,87035904,86990848,12455497
1529508040,0,0,668261317999,94,79680208896,282624,246280192,0,0,0,1647560,87.64456939697266,0,72065024,318464000,318406656,12390347,0,0,2465864179357,346,79680208896,253952,33062912,0,0,0,4077624,315.73236083984375,0,1152262144,1185447936,1185406976,12470181,0,0,40770615294,3,79680208896,446464,2928640,0,0,0,2278220,231.26287841796875,0,83984384,86913024,86867968,12475489
1529508060,0,0,669985458355,95,79680208896,282624,246956032,0,0,0,1649901,129.51350402832028,0,72364032,319324160,319266816,12410414,0,0,2471298953659,351,79680208896,253952,33136640,0,0,0,4082725,329.51947021484375,0,1152638976,1185775616,1185734656,12490271,0,0,40839646148,2,79680208896,446464,2928640,0,0,0,2281903,144.07293701171875,0,83984384,86913024,86867968,12495507
1529508080,0,0,671633226610,95,79680208896,282624,247603200,0,0,0,1652217,134.33908081054688,0,72523776,320163840,320106496,12430298,0,0,2478280628307,354,79680208896,253952,33239040,0,0,0,4089236,330.7254333496094,0,1152638976,1185878016,1185832960,12510229,0,0,40893787210,3,79680208896,446464,2928640,0,0,0,2285274,232.40855407714844,0,83984384,86913024,86867968,12515504
1529508100,0,0,673355311741,95,79680208896,282624,248279040,0,0,0,1654214,110.28292083740234,0,72765440,321155072,321097728,12450364,0,0,2484923687099,355,79680208896,253952,33333248,0,0,0,4094175,264.07037353515625,0,1153728512,1187188736,1187147776,12530232,0,0,40934617654,2,79680208896,446464,2928640,0,0,0,2287129,102.55941772460938,0,83984384,87040000,86994944,12535505
1529508120,0,0,675706321487,95,79680208896,282624,249204736,0,0,0,1657242,122.65081787109376,0,73207808,322510848,322453504,12470349,0,0,2493404234611,348,79680208896,253952,33452032,0,0,0,4102333,334.7719421386719,0,1155444736,1189023744,1188982784,12550215,0,0,41028151138,3,79680208896,446464,2928640,0,0,0,2292617,178.78587341308594,0,83984384,86999040,86953984,12555500
1529508140,0,0,677368639283,96,79680208896,282624,249847808,0,0,0,1659592,135.97100830078122,0,73474048,323444736,323387392,12490349,0,0,2500311039243,355,79680208896,253952,33550336,0,0,0,4108050,294.3155517578125,0,1155899392,1189449728,1189408768,12570261,0,0,41077250956,4,79680208896,446464,2928640,0,0,0,2296243,301.2522888183594,0,83984384,86913024,86867968,12575489
1529508160,0,0,678736860101,92,79680208896,282624,250400768,0,0,0,1660940,90.826904296875,0,73674752,324186112,324128768,12510335,0,0,2503954049304,352,79680208896,253952,33599488,0,0,0,4111368,320.7872619628906,0,1155899392,1189498880,1189457920,12590260,0,0,41149147376,2,79680208896,446464,2928640,0,0,0,2299958,133.38623046875,0,83984384,87003136,86958080,12595570
1529508180,0,0,680165781965,93,79680208896,282624,250974208,0,0,0,1663518,169.0651092529297,0,73871360,324902912,324845568,12530337,0,0,2514249245533,344,79680208896,253952,33751040,0,0,0,4120754,314.03167724609375,0,1156562944,1190375424,1190334464,12610242,0,0,41204430090,3,79680208896,446464,2928640,0,0,0,2303338,216.81578063964844,0,83984384,86913024,86867968,12615525
1529508200,0,0,683186825523,95,79680208896,282624,252166144,0,0,0,1666933,107.43508911132812,0,74317824,326602752,326545408,12550281,0,0,2520960069881,347,79680208896,253952,33849344,0,0,0,4126130,278.77243041992193,0,1156562944,1190412288,1190371328,12630211,0,0,41238348766,2,79680208896,446464,2928640,0,0,0,2305177,131.72282409667972,0,83984384,86913024,86867968,12635460
1529508220,0,0,684442717434,95,79680208896,282624,252653568,0,0,0,1668003,81.35797882080078,0,74522624,327245824,327188480,12570324,0,0,2528858544810,343,79680208896,253952,33959936,0,0,0,4133449,318.5450439453125,0,1156562944,1190604800,1190563840,12650229,0,0,41299327993,3,79680208896,446464,2932736,0,0,0,2308842,185.0298614501953,0,83984384,86917120,86872064,12655577
1529508240,0,0,686679581429,93,79680208896,282624,253546496,0,0,0,1671344,140.26145935058594,0,74846208,328495104,328437760,12590272,0,0,2534559918102,342,79680208896,253952,34045952,0,0,0,4138302,291.4882507324219,0,1157980160,1192148992,1192108032,12670225,0,0,41392270088,3,79680208896,446464,2932736,0,0,0,2314336,181.81919860839844,0,83984384,87003136,86958080,12675493
1529508260,0,0,687726194249,93,79680208896,282624,253968384,0,0,0,1672662,117.34105682373048,0,74993664,329052160,328994816,12610260,0,0,2540654360955,359,79680208896,253952,34127872,0,0,0,4143167,286.9194641113281,0,1157980160,1192108032,1192067072,12690176,0,0,41423499710,2,79680208896,446464,2932736,0,0,0,2316173,167.4052734375,0,83984384,87007232,86962176,12695457
1529508280,0,0,690702770764,92,79680208896,282624,255164416,0,0,0,1676069,106.39901733398438,0,75456512,330698752,330641408,12630287,0,0,2546635743193,351,79680208896,253952,34213888,0,0,0,4148903,337.1590270996094,0,1158144000,1192448000,1192407040,12710174,0,0,41482661358,3,79680208896,446464,2932736,0,0,0,2319828,188.823486328125,0,83984384,86917120,86872064,12715514
1529508300,0,0,692010154606,96,79680208896,282624,255668224,0,0,0,1677419,99.87213134765624,0,75714560,331444224,331386880,12650378,0,0,2553376018215,342,79680208896,253952,34312192,0,0,0,4154438,281.43234252929693,0,1158144000,1192583168,1192542208,12730257,0,0,41537084798,3,79680208896,446464,2936832,0,0,0,2323475,232.3763427734375,0,83984384,86921216,86876160,12735479
1529508320,0,0,693873197272,95,79680208896,282624,256397312,0,0,0,1679758,120.3244400024414,0,75935744,332419072,332361728,12670357,0,0,2558944499397,342,79680208896,253952,34394112,0,0,0,4160173,352.4647216796875,0,1158758400,1193238528,1193197568,12750168,0,0,41595938516,3,79680208896,450560,2936832,0,0,0,2326874,185.002685546875,0,83984384,87011328,86966272,12755476
1529508340,0,0,696656847585,95,79680208896,282624,257490944,0,0,0,1683466,126.67705535888672,0,76419072,334016512,333959168,12690348,0,0,2565434204919,343,79680208896,253952,34492416,0,0,0,4165809,298.41961669921875,0,1158758400,1193373696,1193332736,12770163,0,0,41690750630,2,79680208896,450560,2936832,0,0,0,2332373,170.79136657714844,0,83984384,86921216,86876160,12775541
1529508360,0,0,698491569930,95,79680208896,282624,258215936,0,0,0,1685831,122.70431518554688,0,76767232,335024128,334966784,12710307,0,0,2576267811582,346,79680208896,253952,34643968,0,0,0,4174730,285.0888366699219,0,1158758400,1193525248,1193484288,12790260,0,0,41737308127,3,79680208896,450560,2936832,0,0,0,2335121,190.40951538085938,0,83984384,86921216,86876160,12795568
1529508380,0,0,699854606851,94,79680208896,282624,258752512,0,0,0,1687524,117.00765228271484,0,76922880,335675392,335618048,12730305,0,0,2581107019692,342,79680208896,253952,34717696,0,0,0,4178630,275.8782958984375,0,1158758400,1193598976,1193558016,12810220,0,0,41818472554,2,79680208896,450560,2936832,0,0,0,2339716,165.67587280273438,0,83984384,86921216,86876160,12815555
1529508400,0,0,701021644818,94,79680208896,282624,259215360,0,0,0,1689201,135.78094482421878,0,77099008,336441344,336384000,12750333,0,0,2586945469844,347,79680208896,253952,34799616,0,0,0,4184171,330.065185546875,0,1158758400,1193639936,1193598976,12830217,0,0,41848618847,2,79680208896,450560,2936832,0,0,0,2341276,153.67105102539062,0,83988480,87015424,86970368,12835513
1529508420,0,0,703714399151,96,79680208896,282624,260259840,0,0,0,1692553,120.24464416503906,0,77438976,337698816,337641472,12770351,0,0,2597023495352,349,79680208896,253952,34942976,0,0,0,4192573,291.0782165527344,0,1158758400,1193824256,1193783296,12850181,0,0,41905350890,3,79680208896,450560,2936832,0,0,0,2344907,209.71717834472656,0,83988480,86925312,86880256,12855505
1529508440,0,0,705451138000,93,79680208896,282624,260952064,0,0,0,1694279,93.19564819335938,0,77742080,338817024,338759680,12790345,0,0,2602165756446,343,79680208896,253952,35020800,0,0,0,4197062,299.7070007324219,0,1158758400,1193779200,1193738240,12870221,0,0,42014695794,3,79680208896,450560,2936832,0,0,0,2351061,176.42465209960938,0,83988480,86925312,86880256,12875515
1529508460,0,0,708118410095,96,79680208896,282624,261988352,0,0,0,1697605,120.01573944091795,0,78184448,340258816,340201472,12810370,0,0,2606693685154,340,79680208896,253952,35086336,0,0,0,4201683,347.2603454589844,0,1158758400,1193967616,1193926656,12890149,0,0,42057191898,3,79680208896,450560,2936832,0,0,0,2353526,207.55859375,0,83988480,87015424,86970368,12895485
1529508480,0,0,709929814127,94,79680208896,282624,262705152,0,0,0,1699952,122.8942642211914,0,78450688,341200896,341143552,12830278,0,0,2618095864924,345,79680208896,253952,35250176,0,0,0,4212142,316.7752990722656,0,1158758400,1194008576,1193967616,12910263,0,0,42129588323,2,79680208896,450560,2936832,0,0,0,2357230,135.70295715332028,0,83988480,87011328,86966272,12915476
1529508500,0,0,710922985107,93,79680208896,282624,263102464,0,0,0,1700976,96.0264892578125,0,78577664,341778432,341721088,12850292,0,0,2623441206059,349,79680208896,253952,35328000,0,0,0,4216202,265.15652465820307,0,1158758400,1194086400,1194045440,12930266,0,0,42185443949,3,79680208896,450560,2936832,0,0,0,2360602,241.46485900878903,0,83988480,87052288,87007232,12935470
1529508520,0,0,713534790986,94,79680208896,282624,264138752,0,0,0,1704891,141.47314453125,0,78958592,343220224,343162880,12870356,0,0,2629112037950,341,79680208896,253952,35409920,0,0,0,4221031,290.8910827636719,0,1158758400,1194295296,1194254336,12950186,0,0,42249453266,3,79680208896,450560,2940928,0,0,0,2364256,193.1991729736328,0,83988480,87019520,86974464,12955493
1529508540,0,0,715398518709,96,79680208896,282624,264859648,0,0,0,1707507,135.30989074707028,0,79224832,344170496,344113152,12890351,0,0,2638306643862,348,79680208896,253952,35540992,0,0,0,4229777,331.4065856933594,0,1158758400,1194299392,1194258432,12970260,0,0,42313743937,3,79680208896,450560,2940928,0,0,0,2367922,200.7958068847656,0,83988480,86929408,86884352,12975543
1529508560,0,0,716451792986,98,79680208896,282624,265265152,0,0,0,1708814,121.92741394042969,0,79376384,344649728,344592384,12910398,0,0,2645265026447,356,79680208896,253952,35639296,0,0,0,4236339,336.0205078125,0,1158758400,1194483712,1194442752,12990243,0,0,42385460481,2,79680208896,450560,2940928,0,0,0,2371347,135.61088562011722,0,83988480,87019520,86974464,12995507
1529508580,0,0,718153946678,97,79680208896,282624,265912320,0,0,0,1711402,148.59503173828125,0,79511552,345493504,345436160,12930346,0,0,2650092468221,349,79680208896,253952,35708928,0,0,0,4240171,277.64410400390625,0,1158758400,1194586112,1194545152,13010221,0,0,42445497618,3,79680208896,450560,2945024,0,0,0,2374726,186.92233276367188,0,83988480,87019520,86974464,13015527
1529508600,0,0,721204296370,93,79680208896,282624,267132928,0,0,0,1715380,122.20033264160156,0,80072704,347324416,347267072,12950369,0,0,2659958787056,340,79680208896,253952,35856384,0,0,0,4249449,320.0636291503906,0,1158758400,1194614784,1194573824,13030243,0,0,42486908707,2,79680208896,450560,2945024,0,0,0,2376582,121.46183013916016,0,83988480,87019520,86974464,13035452
1529508620,0,0,722390050740,94,79680208896,282624,267595776,0,0,0,1716738,108.79702758789062,0,80363520,348082176,348024832,12970392,0,0,2666272386714,354,79680208896,253952,35942400,0,0,0,4254977,310.2272033691406,0,1158758400,1194827776,1194786816,13050216,0,0,42579780082,3,79680208896,454656,2945024,0,0,0,2381793,191.7300262451172,0,83988480,87023616,86978560,13055576
1529508640,0,0,725087034395,95,79680208896,282624,268660736,0,0,0,1720402,129.33004760742188,0,80764928,349437952,349380608,12990365,0,0,2672988359611,348,79680208896,253952,36040704,0,0,0,4260413,282.11767578125,0,1158758400,1194926080,1194885120,13070218,0,0,42638024898,3,79680208896,454656,2945024,0,0,0,2385164,199.8175048828125,0,83988480,86933504,86888448,13075498
1529508660,0,0,726233893687,97,79680208896,282624,269094912,0,0,0,1721434,88.0652084350586,0,80855040,350076928,350019584,13010351,0,0,2679979215459,353,79680208896,253952,36134912,0,0,0,4265688,266.59054565429693,0,1158758400,1194893312,1194852352,13090242,0,0,42698962339,3,79680208896,454656,2945024,0,0,0,2388828,193.0196990966797,0,83988480,86999040,86953984,13095551
1529508680,0,0,729070010157,95,79680208896,282624,270204928,0,0,0,1725139,125.10323333740234,0,81383424,351625216,351567872,13030340,0,0,2683887675081,351,79680208896,253952,36196352,0,0,0,4269116,308.2337951660156,0,1158758400,1195081728,1195040768,13110249,0,0,42734202889,2,79680208896,454656,2945024,0,0,0,2390674,137.85514831542972,0,83988480,86933504,86888448,13115473
1529508700,0,0,730229131715,75,79680208896,282624,270647296,0,0,0,1727758,169.73487854003906,0,81670144,352391168,352333824,13050371,0,0,2688620678112,314,79680208896,253952,36265984,0,0,0,4273008,258.78732299804693,0,1158758400,1195024384,1194983424,13130244,0,0,42827733986,3,79680208896,454656,2945024,0,0,0,2395886,175.5153350830078,0,83988480,86933504,86888448,13135497
1529508720,0,0,732853469018,196,79680208896,282624,271642624,0,0,0,1728896,85.14558410644531,0,82169856,353869824,353812480,13070383,0,0,2705670448205,496,79680208896,253952,36409344,0,0,0,4283880,316.7445373535156,0,1158758400,1195167744,1195126784,13150255,0,0,42891594150,3,79680208896,454656,2945024,0,0,0,2399551,201.27264404296875,0,83988480,86933504,86888448,13155524
1529508740,0,0,737834026660,179,79680208896,282624,273719296,0,0,0,1732972,146.7816162109375,0,83222528,357011456,356954112,13090407,0,0,2722272415612,699,79680208896,253952,36622336,0,0,0,4291570,323.8500061035156,0,1158758400,1195450368,1195409408,13170201,0,0,42949460047,3,79680208896,454656,2945024,0,0,0,2402930,195.121826171875,0,83988480,86933504,86888448,13175525
1529508760,0,0,741305385405,176,79680208896,282624,275189760,0,0,0,1735658,136.39076232910156,0,83738624,358993920,358936576,13110408,0,0,2733427216966,706,79680208896,253952,36777984,0,0,0,4296638,321.21331787109375,0,1158758400,1195663360,1195622400,13190236,0,0,43023792631,2,79680208896,454656,2945024,0,0,0,2406352,117.63936614990234,0,83988480,87023616,86978560,13195459
1529508780,0,0,744201150429,182,79680208896,282624,276377600,0,0,0,1737052,87.65692138671875,0,84131840,360509440,360452096,13130429,0,0,2746578655583,698,79680208896,253952,36962304,0,0,0,4302340,302.681640625,0,1158758400,1195806720,1195765760,13210162,0,0,43082786656,3,79680208896,454656,2945024,0,0,0,2409734,216.4725646972656,0,83988480,86933504,86888448,13215492
1529508800,0,0,746703676857,183,79680208896,282624,277401600,0,0,0,1739679,192.7049560546875,0,84480000,361897984,361840640,13150366,0,0,2760598706454,703,79680208896,253952,37163008,0,0,0,4307900,278.90963745117193,0,1158758400,1196044288,1196003328,13230171,0,0,43166123955,3,79680208896,454656,2945024,0,0,0,2415186,217.05035400390625,0,83988480,86933504,86888448,13235463
1529508820,0,0,753071179419,187,79680208896,282624,279941120,0,0,0,1743781,120.5300750732422,0,85516288,365580288,365518848,13170385,0,0,2771244142785,713,79680208896,253952,37306368,0,0,0,4313190,354.4610290527344,0,1158758400,1196130304,1196089344,13250262,0,0,43204524140,2,79680208896,454656,2945024,0,0,0,2417037,117.79623413085938,0,83988480,86933504,86888448,13255572
1529508840,0,0,755507089159,184,79680208896,282624,280924160,0,0,0,1745472,128.22364807128906,0,85745664,366751744,366694400,13190359,0,0,2793321070977,710,79680208896,253952,37613568,0,0,0,4323811,341.759521484375,0,1158758400,1196371968,1196331008,13270165,0,0,43239558673,3,79680208896,454656,2945024,0,0,0,2418878,162.07672119140625,0,83988480,86933504,86888448,13275485
1529508860,0,0,760440869280,179,79680208896,282624,282976256,0,0,0,1748926,125.73094940185548,0,86642688,369745920,369688576,13210371,0,0,2801508664070,712,79680208896,253952,37728256,0,0,0,4326708,252.04493713378903,0,1158758400,1196613632,1196572672,13290152,0,0,43298549690,3,79680208896,454656,2945024,0,0,0,2422537,201.6212615966797,0,83988480,86933504,86888448,13295485
1529508880,0,0,763346196005,183,79680208896,282624,284155904,0,0,0,1751613,169.64767456054688,0,87203840,371449856,371392512,13230321,0,0,2817394865405,691,79680208896,253952,37953536,0,0,0,4334232,327.573486328125,0,1158758400,1196711936,1196670976,13310181,0,0,43390667141,2,79680208896,454656,2953216,0,0,0,2428035,177.06394958496094,0,83988480,87031808,86986752,13315577
1529508900,0,0,765859600969,182,79680208896,282624,285179904,0,0,0,1752722,80.71324157714844,0,87597056,372809728,372752384,13250317,0,0,2826052724182,705,79680208896,253952,38072320,0,0,0,4338774,370.2202758789063,0,1158758400,1196830720,1196789760,13330214,0,0,43421350767,3,79680208896,454656,2953216,0,0,0,2429858,181.61614990234372,0,83988480,87023616,86978560,13335541
1529508920,0,0,770674750327,180,79680208896,282624,287170560,0,0,0,1755873,118.3837890625,0,88211456,375382016,375324672,13270403,0,0,2846175562634,712,79680208896,253952,38350848,0,0,0,4348040,328.1023254394531,0,1158758400,1197109248,1197068288,13350231,0,0,43507051478,3,79680208896,458752,2953216,0,0,0,2435352,209.859130859375,0,83988480,86941696,86896640,13355525
1529508940,0,0,773522007330,187,79680208896,282624,288305152,0,0,0,1757305,94.12665557861328,0,88727552,377090048,377032704,13290354,0,0,2854140149738,705,79680208896,253952,38465536,0,0,0,4350967,259.2296142578125,0,1158758400,1197350912,1197309952,13370237,0,0,43540365426,2,79680208896,458752,2953216,0,0,0,2437188,159.2759246826172,0,83992576,86945792,86900736,13375468
1529508960,0,0,776482219588,194,79680208896,282624,289427456,0,0,0,1759955,174.51864624023438,0,89182208,378654720,378597376,13310417,0,0,2874801187553,733,79680208896,253952,38739968,0,0,0,4360131,325.2265319824219,0,1158758400,1197498368,1197457408,13390228,0,0,43642931700,3,79680208896,458752,2953216,0,0,0,2442711,165.8504638671875,0,83996672,87035904,86990848,13395505
1529508980,0,0,781748512787,184,79680208896,282624,291569664,0,0,0,1764008,141.61126708984375,0,90062848,381689856,381632512,13330384,0,0,2882241046587,705,79680208896,253952,38846464,0,0,0,4363823,350.100830078125,0,1158758400,1197604864,1197563904,13410261,0,0,43698670191,3,79680208896,458752,2953216,0,0,0,2446348,237.67507934570312,0,83996672,87040000,86994944,13415556
1529509000,0,0,783771627565,177,79680208896,282624,292425728,0,0,0,1765097,95.52371215820312,0,90349568,382832640,382775296,13350336,0,0,2905624466887,707,79680208896,253952,39174144,0,0,0,4374182,313.6012268066406,0,1158758400,1198055424,1198014464,13430234,0,0,43755997313,3,79680208896,458752,2953216,0,0,0,2449997,212.0043792724609,0,83996672,86949888,86904832,13435492
1529509020,0,0,789091219119,186,79680208896,282624,294563840,0,0,0,1768531,120.21481323242188,0,91041792,385708032,385650688,13370410,0,0,2917661377160,726,79680208896,253952,39333888,0,0,0,4379580,325.9797668457031,0,1158758400,1198170112,1198129152,13450208,0,0,43827879919,2,79680208896,458752,2953216,0,0,0,2453693,150.2174530029297,0,83996672,87035904,86990848,13455487
1529509040,0,0,793445652205,181,79680208896,282624,296349696,0,0,0,1770717,91.12118530273438,0,91725824,388132864,388075520,13390440,0,0,2926512041829,699,79680208896,253952,39460864,0,0,0,4383891,340.7696533203125,0,1158758400,1198297088,1198256128,13470206,0,0,43890756337,3,79680208896,458752,2953216,0,0,0,2457358,197.80648803710938,0,83996672,86949888,86904832,13475472
1529509060,0,0,795381706113,183,79680208896,282624,297140224,0,0,0,1772081,128.98616027832028,0,92037120,389218304,389160960,13410380,0,0,2948784673809,703,79680208896,253952,39776256,0,0,0,4394872,346.6474609375,0,1158758400,1198661632,1198620672,13490166,0,0,43951050898,3,79680208896,458752,2953216,0,0,0,2461011,206.96615600585938,0,83996672,87040000,86994944,13495510
1529509080,0,0,800247880663,180,79680208896,282624,299126784,0,0,0,1775830,138.74940490722656,0,92897280,392110080,392052736,13430436,0,0,2955956458415,659,79680208896,253952,39915520,0,0,0,4397808,269.89810180664057,0,1158758400,1198800896,1198759936,13510294,0,0,44025284689,2,79680208896,458752,2953216,0,0,0,2464713,134.41688537597656,0,83996672,87035904,86990848,13515536
1529509100,0,0,802249991904,191,79680208896,282624,299905024,0,0,0,1777181,128.98927307128906,0,93208576,393191424,393134080,13450413,0,0,2969996463266,704,79680208896,253952,40112128,0,0,0,4404754,348.3633117675781,0,1158758400,1198870528,1198829568,13530317,0,0,44066702121,3,79680208896,458752,2953216,0,0,0,2467163,212.38526916503903,0,83996672,86949888,86904832,13535528
1529509120,0,0,805960554856,197,79680208896,282624,301314048,0,0,0,1779305,112.98976135253906,0,93634560,394964992,394907648,13470414,0,0,2991213750623,704,79680208896,253952,40394752,0,0,0,4414313,317.3929443359375,0,1158758400,1199230976,1199190016,13550290,0,0,44149059424,2,79680208896,458752,2953216,0,0,0,2471744,155.5458984375,0,83996672,87076864,87031808,13555522
1529509140,0,0,811641676108,193,79680208896,282624,303513600,0,0,0,1783018,126.77007293701172,0,94347264,397922304,397864960,13490430,0,0,3003375741963,712,79680208896,253952,40566784,0,0,0,4420448,359.6417236328125,0,1158758400,1199452160,1199411200,13570291,0,0,44212356793,3,79680208896,458752,2953216,0,0,0,2475407,186.9642639160156,0,83996672,87035904,86990848,13575559
1529509160,0,0,813558538727,174,79680208896,282624,304316416,0,0,0,1784119,100.49217224121094,0,94711808,399085568,399028224,13510389,0,0,3017605907861,723,79680208896,253952,40755200,0,0,0,4426511,308.46746826171875,0,1158758400,1199513600,1199472640,13590254,0,0,44265633367,3,79680208896,458752,2957312,0,0,0,2478785,248.10784912109372,0,83996672,87044096,86999040,13595503
1529509180,0,0,819478022860,196,79680208896,282624,306573312,0,0,0,1787643,117.25593566894531,0,95608832,402243584,402186240,13530479,0,0,3026780860238,712,79680208896,253952,40886272,0,0,0,4430261,291.031982421875,0,1158758400,1199755264,1199714304,13610332,0,0,44300706322,2,79680208896,458752,2961408,0,0,0,2480356,124.3860855102539,0,83996672,86958080,86908928,13615568
1529509200,0,0,822489190663,186,79680208896,282624,307777536,0,0,0,1789385,108.07748413085938,0,96047104,403906560,403849216,13550408,0,0,3047264823504,726,79680208896,253952,41164800,0,0,0,4440184,352.0488586425781,0,1158758400,1199980544,1199939584,13630307,0,0,44402729075,3,79680208896,462848,2961408,0,0,0,2485856,162.53489685058594,0,83996672,87085056,87040000,13635496
1529509220,0,0,825955399549,211,79680208896,282624,309002240,0,0,0,1791213,111.28448486328124,0,96657408,405778432,405721088,13570347,0,0,3061180316652,708,79680208896,253952,41357312,0,0,0,4446281,310.3648986816406,0,1158758400,1200242688,1200201728,13650328,0,0,44462250806,3,79680208896,462848,2961408,0,0,0,2489541,208.9718475341797,0,83996672,86958080,86913024,13655447
1529509240,0,0,829156196476,184,79680208896,282624,310288384,0,0,0,1793888,153.9152374267578,0,97079296,407429120,407371776,13590406,0,0,3073769646475,715,79680208896,253952,41537536,0,0,0,4452427,349.4955749511719,0,1158758400,1200295936,1200254976,13670293,0,0,44515926801,3,79680208896,462848,2961408,0,0,0,2493186,235.3528289794922,0,83996672,87048192,87003136,13675510
1529509260,0,0,835288186439,180,79680208896,282624,312840192,0,0,0,1797939,119.0746841430664,0,97890304,410857472,410800128,13610358,0,0,3085091292589,702,79680208896,253952,41693184,0,0,0,4457821,334.8324279785156,0,1158758400,1200451584,1200410624,13690294,0,0,44587342967,2,79680208896,462848,2961408,0,0,0,2496879,144.40731811523438,0,83996672,87048192,87003136,13695544
1529509280,0,0,838569074964,185,79680208896,282624,314163200,0,0,0,1800625,151.91934204101562,0,98414592,412635136,412577792,13630420,0,0,3104310303056,700,79680208896,253952,41963520,0,0,0,4466912,331.22369384765625,0,1158758400,1200807936,1200766976,13710305,0,0,44647974029,3,79680208896,462848,2961408,0,0,0,2500264,182.8802032470703,0,83996672,86958080,86913024,13715460
1529509300,0,0,841399595653,188,79680208896,282624,315285504,0,0,0,1802656,135.48333740234378,0,98889728,414203904,414146560,13650350,0,0,3119906086181,706,79680208896,253952,42184704,0,0,0,4473477,297.23297119140625,0,1158758400,1201012736,1200971776,13730282,0,0,44702044245,3,79680208896,462848,2961408,0,0,0,2503912,251.4377899169922,0,83996672,87048192,87003136,13735422
1529509320,0,0,843627386303,176,79680208896,282624,316227584,0,0,0,1804352,134.16026306152344,0,99147776,415490048,415432704,13670382,0,0,3133496584606,708,79680208896,253952,42373120,0,0,0,4479710,325.0657653808594,0,1158758400,1201131520,1201090560,13750298,0,0,44743209326,2,79680208896,462848,2961408,0,0,0,2505767,112.16710662841795,0,84004864,87056384,87011328,13755418
1529509340,0,0,848768863325,182,79680208896,282624,318328832,0,0,0,1807569,114.46298217773438,0,99975168,418414592,418357248,13690417,0,0,3146424639702,711,79680208896,253952,42549248,0,0,0,4486560,376.9676513671875,0,1158758400,1201307648,1201266688,13770346,0,0,44796010353,3,79680208896,462848,2961408,0,0,0,2509151,252.2216033935547,0,84004864,87056384,87011328,13775561
1529509360,0,0,851570119629,182,79680208896,282624,319475712,0,0,0,1808977,91.5947265625,0,100339712,419934208,419876864,13710348,0,0,3157178404487,695,79680208896,253952,42704896,0,0,0,4491197,299.8155212402344,0,1158758400,1201545216,1201504256,13790246,0,0,44893037063,2,79680208896,462848,2961408,0,0,0,2514387,155.6432647705078,0,84004864,87052288,87007232,13795489
1529509380,0,0,856815853493,182,79680208896,282624,321617920,0,0,0,1812703,129.96879577636722,0,101101568,422834176,422776832,13730325,0,0,3164852639574,731,79680208896,253952,42811392,0,0,0,4494247,290.7765197753906,0,1158758400,1201688576,1201647616,13810270,0,0,44931946115,2,79680208896,462848,2961408,0,0,0,2516232,120.31521606445312,0,84004864,86966272,86921216,13815439
1529509400,0,0,859976762132,188,79680208896,282624,322863104,0,0,0,1814565,110.7509765625,0,101662720,424615936,424558592,13750330,0,0,3186017024886,707,79680208896,253952,43106304,0,0,0,4504149,330.94873046875,0,1158762496,1201995776,1201954816,13830237,0,0,44991439870,3,79680208896,462848,2961408,0,0,0,2519887,203.16685485839844,0,84004864,87056384,87011328,13835444
1529509420,0,0,863046787455,184,79680208896,282624,324116480,0,0,0,1815995,85.96600341796875,0,102174720,426377216,426319872,13770397,0,0,3198399373325,710,79680208896,253952,43274240,0,0,0,4510132,343.0807189941406,0,1158762496,1202036736,1201995776,13850328,0,0,45083379557,3,79680208896,462848,2961408,0,0,0,2524832,167.6410675048828,0,84004864,87056384,87011328,13855455
