timestamp,cpu/limit,cpu/request,cpu/usage,cpu/usage_rate,filesystem/limit,filesystem/usage,memory/cache,memory/limit,memory/major_page_faults,memory/major_page_faults_rate,memory/page_faults,memory/page_faults_rate,memory/request,memory/rss,memory/usage,memory/working_set,uptime
1529508440,0,0,705451138000,93,79680208896,282624,260952064,0,0,0,1694279,93.19564819335938,0,77742080,338817024,338759680,12790345
1529508460,0,0,708118410095,96,79680208896,282624,261988352,0,0,0,1697605,120.01573944091797,0,78184448,340258816,340201472,12810370
1529508480,0,0,709929814127,94,79680208896,282624,262705152,0,0,0,1699952,122.8942642211914,0,78450688,341200896,341143552,12830278
1529508500,0,0,710922985107,93,79680208896,282624,263102464,0,0,0,1700976,96.0264892578125,0,78577664,341778432,341721088,12850292
1529508520,0,0,713534790986,94,79680208896,282624,264138752,0,0,0,1704891,141.47314453125,0,78958592,343220224,343162880,12870356
1529508540,0,0,715398518709,96,79680208896,282624,264859648,0,0,0,1707507,135.3098907470703,0,79224832,344170496,344113152,12890351
1529508560,0,0,716451792986,98,79680208896,282624,265265152,0,0,0,1708814,121.92741394042969,0,79376384,344649728,344592384,12910398
1529508580,0,0,718153946678,97,79680208896,282624,265912320,0,0,0,1711402,148.59503173828125,0,79511552,345493504,345436160,12930346
1529508600,0,0,721204296370,93,79680208896,282624,267132928,0,0,0,1715380,122.20033264160156,0,80072704,347324416,347267072,12950369
1529508620,0,0,722390050740,94,79680208896,282624,267595776,0,0,0,1716738,108.79702758789062,0,80363520,348082176,348024832,12970392
1529508640,0,0,725087034395,95,79680208896,282624,268660736,0,0,0,1720402,129.33004760742188,0,80764928,349437952,349380608,12990365
1529508660,0,0,726233893687,97,79680208896,282624,269094912,0,0,0,1721434,88.0652084350586,0,80855040,350076928,350019584,13010351
1529508680,0,0,729070010157,95,79680208896,282624,270204928,0,0,0,1725139,125.10323333740234,0,81383424,351625216,351567872,13030340
1529508700,0,0,730229131715,75,79680208896,282624,270647296,0,0,0,1727758,169.73487854003906,0,81670144,352391168,352333824,13050371
1529508720,0,0,732853469018,196,79680208896,282624,271642624,0,0,0,1728896,85.14558410644531,0,82169856,353869824,353812480,13070383
1529508740,0,0,737834026660,179,79680208896,282624,273719296,0,0,0,1732972,146.7816162109375,0,83222528,357011456,356954112,13090407
1529508760,0,0,741305385405,176,79680208896,282624,275189760,0,0,0,1735658,136.39076232910156,0,83738624,358993920,358936576,13110408
1529508780,0,0,744201150429,182,79680208896,282624,276377600,0,0,0,1737052,87.65692138671875,0,84131840,360509440,360452096,13130429
1529508800,0,0,746703676857,183,79680208896,282624,277401600,0,0,0,1739679,192.7049560546875,0,84480000,361897984,361840640,13150366
1529508820,0,0,753071179419,187,79680208896,282624,279941120,0,0,0,1743781,120.53007507324219,0,85516288,365580288,365518848,13170385
1529508840,0,0,755507089159,184,79680208896,282624,280924160,0,0,0,1745472,128.22364807128906,0,85745664,366751744,366694400,13190359
1529508860,0,0,760440869280,179,79680208896,282624,282976256,0,0,0,1748926,125.73094940185547,0,86642688,369745920,369688576,13210371
1529508880,0,0,763346196005,183,79680208896,282624,284155904,0,0,0,1751613,169.64767456054688,0,87203840,371449856,371392512,13230321
1529508900,0,0,765859600969,182,79680208896,282624,285179904,0,0,0,1752722,80.71324157714844,0,87597056,372809728,372752384,13250317
1529508920,0,0,770674750327,180,79680208896,282624,287170560,0,0,0,1755873,118.3837890625,0,88211456,375382016,375324672,13270403
1529508940,0,0,773522007330,187,79680208896,282624,288305152,0,0,0,1757305,94.12665557861328,0,88727552,377090048,377032704,13290354
1529508960,0,0,776482219588,194,79680208896,282624,289427456,0,0,0,1759955,174.51864624023438,0,89182208,378654720,378597376,13310417
1529508980,0,0,781748512787,184,79680208896,282624,291569664,0,0,0,1764008,141.61126708984375,0,90062848,381689856,381632512,13330384
1529509000,0,0,783771627565,177,79680208896,282624,292425728,0,0,0,1765097,95.52371215820312,0,90349568,382832640,382775296,13350336
1529509020,0,0,789091219119,186,79680208896,282624,294563840,0,0,0,1768531,120.21481323242188,0,91041792,385708032,385650688,13370410
1529509040,0,0,793445652205,181,79680208896,282624,296349696,0,0,0,1770717,91.12118530273438,0,91725824,388132864,388075520,13390440
1529509060,0,0,795381706113,183,79680208896,282624,297140224,0,0,0,1772081,128.9861602783203,0,92037120,389218304,389160960,13410380
1529509080,0,0,800247880663,180,79680208896,282624,299126784,0,0,0,1775830,138.74940490722656,0,92897280,392110080,392052736,13430436
1529509100,0,0,802249991904,191,79680208896,282624,299905024,0,0,0,1777181,128.98927307128906,0,93208576,393191424,393134080,13450413
1529509120,0,0,805960554856,197,79680208896,282624,301314048,0,0,0,1779305,112.98976135253906,0,93634560,394964992,394907648,13470414
1529509140,0,0,811641676108,193,79680208896,282624,303513600,0,0,0,1783018,126.77007293701172,0,94347264,397922304,397864960,13490430
1529509160,0,0,813558538727,174,79680208896,282624,304316416,0,0,0,1784119,100.49217224121094,0,94711808,399085568,399028224,13510389
